row_label_raw,row_label_full,col_0,Tài sản,Tài sản_1,Công nợ,Công nợ_1,numeric__Tài sản,numeric__Tài sản_1,numeric__Công nợ,numeric__Công nợ_1
,,,Số cuối nămVND,Số đầu nămVND,Số cuối nămVND,Số đầu nămVND,,,,
"Đô la Mỹ(""USD"")","Đô la Mỹ(""USD"")","Đô la Mỹ(""USD"")",460.387.807.137,668.052.636.224,1.089.983.834.275,1.163.984.784.110,460387807137.0,668052636224.0,1089983834275.0,1163984784110.0
"Euro (""EUR"")","Euro (""EUR"")","Euro (""EUR"")",8.853.153,9.306.727,7.518.323,-,8853153.0,9306727.0,7518323.0,
"Yên Nhật (""JPY"")","Yên Nhật (""JPY"")","Yên Nhật (""JPY"")",-,-,2.700.038.813,2.024.653.016,,,2700038813.0,2024653016.0
"Đô la Singapore(""SGD"")","Đô la Singapore(""SGD"")","Đô la Singapore(""SGD"")",-,-,1.453.589.805,660.845.425,,,1453589805.0,660845425.0
"Bảng Anh(""GBP"")","Bảng Anh(""GBP"")","Bảng Anh(""GBP"")",-,-,24.561.721,-,,,24561721.0,
"Na Uy Krone(""NOK"")","Na Uy Krone(""NOK"")","Na Uy Krone(""NOK"")",-,-,10.686.000,-,,,10686000.0,
