row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
"Ký cược, ký quỹ","a. Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",79.406.000,74.406.000,79406000.0,74406000.0
Tạm ứng cho nhân viên,a. Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,100.217.010,289.600.043,100217010.0,289600043.0
Trích trước lãi tiền gửi,a. Ngắn hạn > Trích trước lãi tiền gửi,Trích trước lãi tiền gửi,17.066.471.237,19.380.439.695,17066471237.0,19380439695.0
Phải thu khác là các bên liên quan(Thuyết minh số 34),a. Ngắn hạn > Phải thu khác là các bên liên quan(Thuyết minh số 34),Phải thu khác là các bên liên quan(Thuyết minh số 34),527.883.016.285,315.857.115.948,527883016285.0,315857115948.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,,
- Công ty Cố phần Vận tải Hàng hải Quốc Việt,Các khoản phải thu khác > - Công ty Cố phần Vận tải Hàng hải Quốc Việt,- Công ty Cố phần Vận tải Hàng hải Quốc Việt,13.657.520.099,13.602.969.606,13657520099.0,13602969606.0
- Các đối tượng khác,Các khoản phải thu khác > - Các đối tượng khác,- Các đối tượng khác,2.384.277.264,4.027.512.610,2384277264.0,4027512610.0
,,,561.170.907.895,353.232.043.902,561170907895.0,353232043902.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",6.374.473.300,3.971.998.850,6374473300.0,3971998850.0
Phải thu khác là các bên liên quan (*),b. Dài hạn > Phải thu khác là các bên liên quan (*),Phải thu khác là các bên liên quan (*),305.463.208.836,803.227.731.726,305463208836.0,803227731726.0
(Thuyết minh số 34),(Thuyết minh số 34),(Thuyết minh số 34),,,,
,,,311.837.682.136,807.199.730.576,311837682136.0,807199730576.0
