row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(46.678.468.581),(32.314.128.708),14.0,-46678468581.0,-32314128708.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(125.685.472.569),(132.633.212.675),15.0,-125685472569.0,-132633212675.0
Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(65.474.188.195),(41.533.108.791),17.0,-65474188195.0,-41533108791.0
Lưu chuyển tiên thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiên thuần từ hoạt động kinh doanh,Lưu chuyển tiên thuần từ hoạt động kinh doanh,20,669.960.511.964,550.132.959.624,20.0,669960511964.0,550132959624.0
II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng tài sản cố định","II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng tài sản cố định","1. Tiền chi mua sắm, xây dựng tài sản cố định",21,(381.961.410.446),(711.950.044.160),21.0,-381961410446.0,-711950044160.0
"2. Tiền thu thanh lý, nhượng bán tài sản cố định","II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu thanh lý, nhượng bán tài sản cố định","2. Tiền thu thanh lý, nhượng bán tài sản cố định",22,-,125.699.480.623,22.0,,125699480623.0
"3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(2.234.436.592.500),(1.824.900.530.000),23.0,-2234436592500.0,-1824900530000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,2.574.982.300.000,1.227.873.317.500,24.0,2574982300000.0,1227873317500.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,(68.000.000.000),(51.000.000.000),25.0,-68000000000.0,-51000000000.0
6. Tiền thu hồi đầu tư vốn vào đơn vị khác,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư vốn vào đơn vị khác,6. Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,51.896.122.347,26.0,,51896122347.0
7. Thu lãi tiền gửi và cổ tức được chia,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Thu lãi tiền gửi và cổ tức được chia,7. Thu lãi tiền gửi và cổ tức được chia,27,200.738.923.670,164.033.745.640,27.0,200738923670.0,164033745640.0
Lưu chuyển tiên thuần từ hoạt động đầu tư,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiên thuần từ hoạt động đầu tư,Lưu chuyển tiên thuần từ hoạt động đầu tư,30,91.323.220.724,(1.018.347.908.050),30.0,91323220724.0,-1018347908050.0
