row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRÀ,300,,3.106.305.663.306,3.375.038.301.453,,300.0,,3106305663306.0,3375038301453.0
I.,I.,I.,Nợ ngắn hạn,310,,1.622.196.396.587,1.501.488.217.597,,310.0,,1622196396587.0,1501488217597.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,366.103.308.641,464.555.767.038,,311.0,14.0,366103308641.0,464555767038.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,223.927.125,5.258.563.387,,312.0,,223927125.0,5258563387.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,27.803.909.319,39.509.500.612,,313.0,15.0,27803909319.0,39509500612.0
4.,4.,4.,Phải trả người lao động,314,,116.609.986.639,110.985.122.516,,314.0,,116609986639.0,110985122516.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,16,79.077.780.862,44.940.587.644,,315.0,16.0,79077780862.0,44940587644.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,-,728.295.500,,318.0,,,728295500.0
7.,7.,7.,Phải trả ngắn hạn khác,319,17,190.619.316.904,191.531.817.740,,319.0,17.0,190619316904.0,191531817740.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,18,646.321.802.328,409.383.776.817,,320.0,18.0,646321802328.0,409383776817.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,19,100.271.102.240,145.087.941.127,,321.0,19.0,100271102240.0,145087941127.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,95.165.262.529,89.506.845.216,,322.0,,95165262529.0,89506845216.0
II.,II.,II.,Nợ dài hạn,330,,1.484.109.266.719,1.873.550.083.856,,330.0,,1484109266719.0,1873550083856.0
1.,1.,1.,Phải trả người bán dài hạn,331,14,230.891.136.000,259.752.528.000,,331.0,14.0,230891136000.0,259752528000.0
2.,2.,2.,Chỉ phí phải trả dài hạn,333,16,4.828.549.311,4.833.748.007,,333.0,16.0,4828549311.0,4833748007.0
3.,3.,3.,Phải trả dài hạn khác,337,17,30.000.000.000,30.000.000.000,,337.0,17.0,30000000000.0,30000000000.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,18,1.158.104.045.693,1.570.206.700.706,,338.0,18.0,1158104045693.0,1570206700706.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,19,60.285.535.715,8.757.107.143,,342.0,19.0,60285535715.0,8757107143.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,3.936.436.761.790,3.618.866.456.987,,400.0,,3936436761790.0,3618866456987.0
I.,I.,I.,Vốn chủ sở hữu,410,20,3.936.436.761.790,3.618.866.456.987,,410.0,20.0,3936436761790.0,3618866456987.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.814.401.620.000,2.814.401.620.000,,411.0,,2814401620000.0,2814401620000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.814.401.620.000,2.814.401.620.000,,,,2814401620000.0,2814401620000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,408.254.402.524,263.285.057.738,,418.0,,408254402524.0,263285057738.0
3.,3.,3.,Quỹ khác thuộc vốn chủ sở hữu,420,,44.843.396.730,44.843.396.730,,420.0,,44843396730.0,44843396730.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,668.937.342.536,496.336.382.519,,421.0,,668937342536.0,496336382519.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,40.931.006.776,13.105.233.231,,,,40931006776.0,13105233231.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,628.006.335.760,483.231.149.288,,,,628006335760.0,483231149288.0
,,,TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,7.042.742.425.096,6.993.904.758.440,,440.0,,7042742425096.0,6993904758440.0
