row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Giá gốc,Giá gốc,Giá gốc,VND,Giá gốc,VND,,,
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
612.000.000.000,Giá gốc > 612.000.000.000,612.000.000.000,-,612.000.000.000,-,,612000000000.0,
405.632.000.000,Giá gốc > 405.632.000.000,405.632.000.000,(115.262.311.011),405.632.000.000,(143.994.107.744),-115262311011.0,405632000000.0,-143994107744.0
243.853.000.000,Giá gốc > 243.853.000.000,243.853.000.000,-,203.209.000.000,-,,203209000000.0,
156.000.000.000,Giá gốc > 156.000.000.000,156.000.000.000,-,156.000.000.000,-,,156000000000.0,
154.869.870.000,Giá gốc > 154.869.870.000,154.869.870.000,-,137.869.870.000,-,,137869870000.0,
107.800.000.000,Giá gốc > 107.800.000.000,107.800.000.000,-,107.800.000.000,-,,107800000000.0,
207.886.200.000,Giá gốc > 207.886.200.000,207.886.200.000,-,156.886.200.000,-,,156886200000.0,
43.677.500.000,Giá gốc > 43.677.500.000,43.677.500.000,-,43.677.500.000,-,,43677500000.0,
7.600.000.000,Giá gốc > 7.600.000.000,7.600.000.000,-,7.600.000.000,-,,7600000000.0,
1.939.318.570.000,Giá gốc > 1.939.318.570.000,1.939.318.570.000,(115.262.311.011),1.830.674.570.000,(143.994.107.744),-115262311011.0,1830674570000.0,-143994107744.0
97.000.000.000,Giá gốc > 97.000.000.000,97.000.000.000,-,97.000.000.000,-,,97000000000.0,
97.000.000.000,Giá gốc > 97.000.000.000,97.000.000.000,-,97.000.000.000,-,,97000000000.0,
45.937.767.300,Giá gốc > 45.937.767.300,45.937.767.300,-,45.937.767.300,-,,45937767300.0,
45.937.767.300,Giá gốc > 45.937.767.300,45.937.767.300,-,45.937.767.300,-,,45937767300.0,
