row_label_raw,row_label_full,col_0,Thiết bịvăn phòngVND,Phương tiệnvận tảiVND,TổngVND,numeric__Thiết bịvăn phòngVND,numeric__Phương tiệnvận tảiVND,numeric__TổngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,11.947.683.299,2.114.628.721.607,2.126.576.404.906,11947683299.0,2114628721607.0,2126576404906.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,437.475.000,380.891.235.111,381.328.710.111,437475000.0,380891235111.0,381328710111.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,12.385.158.299,2.495.519.956.718,2.507.905.115.017,12385158299.0,2495519956718.0,2507905115017.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,9.287.460.765,341.114.099.664,350.401.560.429,9287460765.0,341114099664.0,350401560429.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,1.336.552.133,141.393.298.328,142.729.850.461,1336552133.0,141393298328.0,142729850461.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,10.624.012.898,482.507.397.992,493.131.410.890,10624012898.0,482507397992.0,493131410890.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,2.660.222.534,1.773.514.621.943,1.776.174.844.477,2660222534.0,1773514621943.0,1776174844477.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,1.761.145.401,2.013.012.558.726,2.014.773.704.127,1761145401.0,2013012558726.0,2014773704127.0
