row_label_raw,row_label_full,Lợi nhuận thuần trong năm,2022VND > 546.793.075.362,2021(điều chỉnh lại)VND > 455.431.900.286,2021(theo báo cáotrước đây)VND > 455.431.900.286,numeric__2022VND > 546.793.075.362,numeric__2021(điều chỉnh lại)VND > 455.431.900.286,numeric__2021(theo báo cáotrước đây)VND > 455.431.900.286
"Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)",-,(55.431.900.286),-,,-55431900286.0,
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,546.793.075.362,400.000.000.000,455.431.900.286,546793075362.0,400000000000.0,455431900286.0
