row_label_raw,row_label_full,col_0,Vay dài hạn đến hạn trả VND,numeric__Vay dài hạn đến hạn trả VND
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2022,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2022,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 1/1/2022,820.129.317.939,820129317939.0
Biến động trong năm:,Biến động trong năm:,Biến động trong năm:,,
Tăng:,Tăng:,Tăng:,,
- Chuyển từ vay dài hạn đến hạn trả,Tăng: > - Chuyển từ vay dài hạn đến hạn trả,- Chuyển từ vay dài hạn đến hạn trả,758.141.724.706,758141724706.0
- Chênh lệch tỷ giá do đánh giá lại,Tăng: > - Chênh lệch tỷ giá do đánh giá lại,- Chênh lệch tỷ giá do đánh giá lại,26.792.966.710,26792966710.0
Giảm:,Giảm:,Giảm:,,
Thanh toán các khoản nợ gốc vay,Giảm: > Thanh toán các khoản nợ gốc vay,Thanh toán các khoản nợ gốc vay,(840.891.890.676),-840891890676.0
Chênh lệch tỷ giá do thanh toán,Giảm: > Chênh lệch tỷ giá do thanh toán,Chênh lệch tỷ giá do thanh toán,20.762.572.737,20762572737.0
Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2022,Giảm: > Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2022,Giá trị ghi sổ và số có khả năng trả nợ tại ngày 31/12/2022,784.934.691.416,784934691416.0
