row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
Công ty Cổ phần Thủy điện A VươngMua dịch vụ,Công ty Cổ phần Thủy điện A VươngMua dịch vụ,Công ty Cổ phần Thủy điện A VươngMua dịch vụ,-,1.400.050.605,,1400050605.0
Công ty TNHH MTV Thí nghiệm điện Miền BắcMua dịch vụ,Công ty TNHH MTV Thí nghiệm điện Miền BắcMua dịch vụ,Công ty TNHH MTV Thí nghiệm điện Miền BắcMua dịch vụ,2.610.302.635,651.203.000,2610302635.0,651203000.0
Công ty Cổ phần Nhiệt điện Bà RịaChia cổ tức,Công ty Cổ phần Nhiệt điện Bà RịaChia cổ tức,Công ty Cổ phần Nhiệt điện Bà RịaChia cổ tức,8.000.000.000,21.750.000.000,8000000000.0,21750000000.0
Trung tâm điều độ hệ thống điện miền BắcChi phí dịch vụ,Trung tâm điều độ hệ thống điện miền BắcChi phí dịch vụ,Trung tâm điều độ hệ thống điện miền BắcChi phí dịch vụ,22.840.000,-,22840000.0,
"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị","Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị","Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị","Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị","Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị",,
Ông Tạ Công Hoan,"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Tạ Công Hoan",Ông Tạ Công Hoan,585.335.000,586.500.000,585335000.0,586500000.0
Ông Lê Văn Chính,"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Lê Văn Chính",Ông Lê Văn Chính,72.000.000,94.575.000,72000000.0,94575000.0
Ông Lê Minh Tuấn,"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Lê Minh Tuấn",Ông Lê Minh Tuấn,501.480.500,454.533.000,501480500.0,454533000.0
Ông Lê Ngọc Nam,"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Lê Ngọc Nam",Ông Lê Ngọc Nam,34.620.000,110.700.000,34620000.0,110700000.0
Ông Nguyễn Xuân Đăng (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022),"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Nguyễn Xuân Đăng (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022)",Ông Nguyễn Xuân Đăng (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022),258.475.818,-,258475818.0,
Ông Nghiêm Xuân Chiến (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022),"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Nghiêm Xuân Chiến (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022)",Ông Nghiêm Xuân Chiến (là Thành viên Hội đồng Quản trịtừ ngày 24 tháng 6 năm 2022),37.380.000,-,37380000.0,
Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021)",Ông Dương Sơn Bá (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),72.000.000,117.000.000,72000000.0,117000000.0
Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),"Tiền lương, thưởng và thù lao cho Thành viên Hội đồngQuản trị, Ban Giám đốc và Ban Kiểm soátThành viên Hội đồng Quản trị > Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021)",Ông Chu Thế Hoàng (là Thành viên Hội đồng Quản trịtừ ngày 22 tháng 4 năm 2021),72.000.000,49.500.000,72000000.0,49500000.0
