row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2022VND,1/1/2022VND,,
Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,,
Tập đoàn Điện lực Việt Nam,Công ty mẹ cấp cao nhất > Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,-,2.083.039.552,,2083039552.0
Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam,,
Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam > Công ty TNHH MTV Thí nghiệm điện Miền Bắc,Công ty TNHH MTV Thí nghiệm điện Miền Bắc,999.804.500,-,999804500.0,
Công ty Cổ phần Thủy điện A Vương,Các bên liên quan thuộc Tập đoàn Điện lực Việt Nam > Công ty Cổ phần Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,-,1.386.000.099,,1386000099.0
Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,,
Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,Các bên thứ ba > Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than Khoáng sản Việt Nam,259.739.760.541,251.283.338.809,259739760541.0,251283338809.0
Tổng Công ty Đông Bắc,Các bên thứ ba > Tổng Công ty Đông Bắc,Tổng Công ty Đông Bắc,210.776.964.468,30.116.759.320,210776964468.0,30116759320.0
Viện nghiên cứu Cơ khí,Các bên thứ ba > Viện nghiên cứu Cơ khí,Viện nghiên cứu Cơ khí,11.383.784.864,2.323.426.017,11383784864.0,2323426017.0
Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,Các bên thứ ba > Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,Công ty Cổ phần Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,1.922.380.939,2.288.107.888,1922380939.0,2288107888.0
Công ty TNHH MTV Đo lường - Thí nghiệm điện Miền Bắc,Các bên thứ ba > Công ty TNHH MTV Đo lường - Thí nghiệm điện Miền Bắc,Công ty TNHH MTV Đo lường - Thí nghiệm điện Miền Bắc,1.065.942.986,-,1065942986.0,
Công ty Cổ phần Việt Long,Các bên thứ ba > Công ty Cổ phần Việt Long,Công ty Cổ phần Việt Long,-,3.311.133.392,,3311133392.0
Công ty Cổ phần Vật tư & Thiết bị Công nghiệp,Các bên thứ ba > Công ty Cổ phần Vật tư & Thiết bị Công nghiệp,Công ty Cổ phần Vật tư & Thiết bị Công nghiệp,-,1.376.237.126,,1376237126.0
Các nhà cung cấp khác,Các bên thứ ba > Các nhà cung cấp khác,Các nhà cung cấp khác,70.188.220.613,46.306.101.495,70188220613.0,46306101495.0
,,,556.076.858.911,340.474.143.698,556076858911.0,340474143698.0
