row_label_raw,row_label_full,col_0,Số lượng cổ phiếu,Vốn cổ phần VND,%,numeric__Số lượng cổ phiếu,numeric__Vốn cổ phần VND,numeric__%
Tổng Công ty Phát điện 2 – Công ty Cổ phần,Tổng Công ty Phát điện 2 – Công ty Cổ phần,Tổng Công ty Phát điện 2 – Công ty Cổ phần,255.000.000,2.550.000.000.000,"51,00%",255000000.0,2550000000000.0,0.51
Công ty Cổ phần Nhiệt điện Phà Lại,Công ty Cổ phần Nhiệt điện Phà Lại,Công ty Cổ phần Nhiệt điện Phà Lại,129.850.000,1.298.500.000.000,"25,97%",129850000.0,1298500000000.0,0.2597
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,115.150.000,1.151.500.000.000,"23,03%",115150000.0,1151500000000.0,0.2303
,,,500.000.000,5.000.000.000.000,100%,500000000.0,5000000000000.0,1.0
