row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,15.758.056.666.536,23.391.212.646.138,15758056666536.0,23391212646138.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,16.311.576.818.615,26.679.991.736.818,16311576818615.0,26679991736818.0
▪ Cung cấp dịch vụ và doanh thu khác,Tổng doanh thu > ▪ Cung cấp dịch vụ và doanh thu khác,▪ Cung cấp dịch vụ và doanh thu khác,14.664.207.905,18.930.935.545,14664207905.0,18930935545.0
,,,32.084.297.693.056,50.090.135.318.501,32084297693056.0,50090135318501.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,408.620.166.437,354.367.561.104,408620166437.0,354367561104.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,15.531.050.103,22.089.020.245,15531050103.0,22089020245.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,9.485.519.866,3.042.785.685,9485519866.0,3042785685.0
,,,433.636.736.406,379.499.367.034,433636736406.0,379499367034.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,31.650.660.956.650,49.710.635.951.467,31650660956650.0,49710635951467.0
