row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Chi phí xuất khẩu,Chi phí xuất khẩu,Chi phí xuất khẩu,740.825.612.555,1.794.587.785.556,740825612555.0,1794587785556.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,692.558.304.009,900.753.976.328,692558304009.0,900753976328.0
Chi phí vận chuyển nội địa,Chi phí vận chuyển nội địa,Chi phí vận chuyển nội địa,223.306.684.654,340.407.152.000,223306684654.0,340407152000.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,194.639.564.812,195.838.571.571,194639564812.0,195838571571.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,198.367.334.392,166.651.322.612,198367334392.0,166651322612.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,73.165.325.085,94.603.895.769,73165325085.0,94603895769.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,84.859.067.464,82.336.100.980,84859067464.0,82336100980.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,269.142.262.572,257.463.695.249,269142262572.0,257463695249.0
,,,2.476.864.155.543,3.832.642.500.065,2476864155543.0,3832642500065.0
