row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,col_2,-,49.008.000.000,numeric__31,numeric__col_2,numeric__-,numeric__49.008.000.000
Tiền thu từ nhận góp vốn vào công ty con từ cổ đông không kiểm soát,Tiền thu từ nhận góp vốn vào công ty con từ cổ đông không kiểm soát,Tiền thu từ nhận góp vốn vào công ty con từ cổ đông không kiểm soát,32,,-,150.000.000,32.0,,,150000000.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,,21.880.369.799.625,32.656.059.182.202,33.0,,21880369799625.0,32656059182202.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(23.131.044.370.706),(35.355.532.973.645),34.0,,-23131044370706.0,-35355532973645.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,36,,(5.531.000),(393.643.500),36.0,,-5531000.0,-393643500.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(1.250.680.102.081),(2.650.709.434.943),40.0,,-1250680102081.0,-2650709434943.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,265.186.563.000,(214.502.798.701),50.0,,265186563000.0,-214502798701.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,330.134.957.719,492.796.782.190,60.0,,330134957719.0,492796782190.0
Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,61,,1.541.392.142,51.840.974.230,61.0,,1541392142.0,51840974230.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,5,596.862.912.861,330.134.957.719,70.0,5.0,596862912861.0,330134957719.0
