row_label_raw,row_label_full,col_0,30/9/2023VND,1/10/2022VND,numeric__30/9/2023VND,numeric__1/10/2022VND
Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại,,,,
Cổ phần Ngoại thương Việt Nam,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Cổ phần Ngoại thương Việt Nam,Cổ phần Ngoại thương Việt Nam,144.324.780.746,-,144324780746.0,
Tạm ứng đề mua đất,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Tạm ứng đề mua đất,Tạm ứng đề mua đất,58.438.165.400,53.832.470.000,58438165400.0,53832470000.0
Tạm ứng cho người lao động,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Tạm ứng cho người lao động,Tạm ứng cho người lao động,25.566.944.730,32.492.267.608,25566944730.0,32492267608.0
Phải thu từ chuyển nhượng quyền sử dụng đất,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Phải thu từ chuyển nhượng quyền sử dụng đất,Phải thu từ chuyển nhượng quyền sử dụng đất,12.818.775.000,12.818.775.000,12818775000.0,12818775000.0
Tạm ứng bởi thường và giải phóng mặt bằng,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Tạm ứng bởi thường và giải phóng mặt bằng,Tạm ứng bởi thường và giải phóng mặt bằng,95.738.070.000,20.000.000.000,95738070000.0,20000000000.0
Ký quỹ ngắn hạn và đặt cọc thuê mặt bằng,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Ký quỹ ngắn hạn và đặt cọc thuê mặt bằng,Ký quỹ ngắn hạn và đặt cọc thuê mặt bằng,34.553.500.430,35.975.205.196,34553500430.0,35975205196.0
Tài sản thiếu chờ xử lý,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,10.345.169.668,1.631.088.893,10345169668.0,1631088893.0
Phải thu khác,Khoản ký quỹ chờ thanh toán tại Ngân hàng Thương mại > Phải thu khác,Phải thu khác,1.832.345.387,6.005.283.197,1832345387.0,6005283197.0
,,,383.617.751.361,162.755.089.894,383617751361.0,162755089894.0
