row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2023VND,30/9/2022VND,,
Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,,
Bán hàng hóa và thành phẩm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,3.439.051.260.109,4.491.502.543.753,3439051260109.0,4491502543753.0
Cho thuê tài sản,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cho thuê tài sản,Cho thuê tài sản,4.064.534.162,3.486.352.344,4064534162.0,3486352344.0
Mua hàng hóa và dịch vụ,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,1.901.825.095,13.030.000,1901825095.0,13030000.0
Chiết khấu thương mại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chiết khấu thương mại,Chiết khấu thương mại,148.673.081.817,61.952.016.618,148673081817.0,61952016618.0
Mua dịch vụ vận chuyển,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,54.176.364.834,69.512.797.002,54176364834.0,69512797002.0
Thuê tài sản,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Thuê tài sản,Thuê tài sản,10.169.650.855,11.735.093.390,10169650855.0,11735093390.0
Hàng bán trả lại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Hàng bán trả lại,Hàng bán trả lại,4.878.147.343,4.584.783.491,4878147343.0,4584783491.0
Lãi trả chậm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Lãi trả chậm,Lãi trả chậm,315.449.503,4.855.265,315449503.0,4855265.0
Giảm giá hàng bán,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Giảm giá hàng bán,Giảm giá hàng bán,74.543.970,54.727.273,74543970.0,54727273.0
Cung cấp dịch vụ gia công,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,54.851.849,-,54851849.0,
Cung cấp dịch vụ vận chuyển,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,21.382.180,-,21382180.0,
Mua tài sản cố định,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua tài sản cố định,Mua tài sản cố định,18.000.000,-,18000000.0,
Mua dịch vụ gia công,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ gia công,Mua dịch vụ gia công,1.898.200,-,1898200.0,
Bán tài sản cố định,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,-,836.100.000,,836100000.0
Bán khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán khác,Bán khác,-,149.588.019,,149588019.0
Mua khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua khác,Mua khác,-,7.004.452,,7004452.0
Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,,
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,43.689.368.018,52.736.771.622,43689368018.0,52736771622.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An > Cho thuê tài sản,Cho thuê tài sản,216.000.000,223.500.000,216000000.0,223500000.0
Bán hàng hóa,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An > Bán hàng hóa,Bán hàng hóa,6.127.500,-,6127500.0,
