row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2015,31/12/2015_1,31/12/2015_2,1/1/2015,1/1/2015_1,1/1/2015_2,numeric__Địa chỉ,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2015_2,numeric__1/1/2015,numeric__1/1/2015_1,numeric__1/1/2015_2
,,,Địa chỉ,% sở hữu và quyền biểu quyết,Giá gốc VND,Dự phòng,% sở hữu và quyền biểu quyết,Giá gốc VND,Dự phòng VND,,,,,,,
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,
• Công ty TNHH MSC Việt Nam,Đầu tư góp vốn vào: > • Công ty TNHH MSC Việt Nam,• Công ty TNHH MSC Việt Nam,Thành phố Hồ Chí Minh,10%,310.000.000,-,15%,465.000.000,-,,0.1,310000000.0,,0.15,465000000.0,
