row_label_raw,row_label_full,col_0,% sở hữu và quyền biểu quyết,% sở hữu và quyền biểu quyết_1,numeric__% sở hữu và quyền biểu quyết,numeric__% sở hữu và quyền biểu quyết_1
,,,31/12/2015,1/1/2015,,
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,100%,100%,1.0,1.0
Công ty Cổ phần Container Miền Trung(trước đây là Công ty TNHH Container Miền Trung),Công ty Cổ phần Container Miền Trung(trước đây là Công ty TNHH Container Miền Trung),Công ty Cổ phần Container Miền Trung(trước đây là Công ty TNHH Container Miền Trung),65%,100%,0.65,1.0
Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,100%,100%,1.0,1.0
Công ty TNHH Tuyên T.S (*),Công ty TNHH Tuyên T.S (*),Công ty TNHH Tuyên T.S (*),100%,100%,1.0,1.0
Công ty TNHH Một thành viên Trung tâm Logistic Xanh,Công ty TNHH Một thành viên Trung tâm Logistic Xanh,Công ty TNHH Một thành viên Trung tâm Logistic Xanh,100%,100%,1.0,1.0
Công ty TNHH Một thành viên Bến Xanh,Công ty TNHH Một thành viên Bến Xanh,Công ty TNHH Một thành viên Bến Xanh,100%,100%,1.0,1.0
Công ty Cổ phần Cảng Xanh VIP,Công ty Cổ phần Cảng Xanh VIP,Công ty Cổ phần Cảng Xanh VIP,65%,65%,0.65,0.65
