row_label_raw,row_label_full,col_0,Địa chỉ,Số lượng cổ phiếu,% sở hữu và quyền biểu quyết,31/12/2015 VND,1/1/2015 VND,numeric__Địa chỉ,numeric__Số lượng cổ phiếu,numeric__% sở hữu và quyền biểu quyết,numeric__31/12/2015 VND,numeric__1/1/2015 VND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,
• Công ty TNHH Ngôi sao Xanh Tương lai,Đầu tư góp vốn vào: > • Công ty TNHH Ngôi sao Xanh Tương lai,• Công ty TNHH Ngôi sao Xanh Tương lai,Hải Phòng,,49%,3.061.716.000,3.061.716.000,,,0.49,3061716000.0,3061716000.0
• Công ty Cổ phần Logistics Cảng Đà Nẵng,Đầu tư góp vốn vào: > • Công ty Cổ phần Logistics Cảng Đà Nẵng,• Công ty Cổ phần Logistics Cảng Đà Nẵng,Đà Nẵng,111.000,37%,12.210.000.000,12.210.000.000,,111000.0,0.37,12210000000.0,12210000000.0
• Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Đầu tư góp vốn vào: > • Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,• Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Hải Phòng,8.820.200,22%,93.307.952.002,84.593.561.837,,8820200.0,0.22,93307952002.0,84593561837.0
,,,,,,108.579.668.002,99.865.277.837,,,,108579668002.0,99865277837.0
