row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,34.541.541,7.182,34541541.0,7182.0
"Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 4(r))","Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 4(r))","Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng, phúc lợi (Thuyết minh 4(r))",-,(691),,-691.0
Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm kết thúc ngày 31 tháng 12 năm 2015,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm kết thúc ngày 31 tháng 12 năm 2015,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm kết thúc ngày 31 tháng 12 năm 2015,6.874.501,(1.078),6874501.0,-1078.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,41.416.042,5.413,41416042.0,5413.0
