row_label_raw,row_label_full,col_0,1/1/2015Giá trị ghi sổ vàsố có khả năngtrả nợVND,Biến động tăngtrong nămVND,Biến động giảmtrong nămVND,31/12/2015Giá trị ghi sổ vàsố có khả năngtrả nợVND,numeric__1/1/2015Giá trị ghi sổ vàsố có khả năngtrả nợVND,numeric__Biến động tăngtrong nămVND,numeric__Biến động giảmtrong nămVND,numeric__31/12/2015Giá trị ghi sổ vàsố có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.893.101.980,-,(3.893.101.980),-,3893101980.0,,-3893101980.0,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,-,7.012.140.000,-,7.012.140.000,,7012140000.0,,7012140000.0
,,,3.893.101.980,7.012.140.000,(3.893.101.980),7.012.140.000,3893101980.0,7012140000.0,-3893101980.0,7012140000.0
