row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn - ngắn hạn,1/1/2015(phân loại lại)VND > 52.105.720.000,1/1/2015(theo báo cáotrước đây)VND > -,numeric__1/1/2015(phân loại lại)VND > 52.105.720.000,numeric__1/1/2015(theo báo cáotrước đây)VND > -
Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,-,52.105.720.000,,52105720000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,16.721.618.438,12.353.547.656,16721618438.0,12353547656.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,-,4.368.070.782,,4368070782.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,435.340.718.031,406.528.068.031,435340718031.0,406528068031.0
Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,-,28.812.650.000,,28812650000.0
