row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,346.127.643.035,302.397.352.122,346127643035.0,302397352122.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,76.148.081.468,66.527.417.467,76148081468.0,66527417467.0
Ảnh hưởng của các mức thuế suất ưu đãi,Ảnh hưởng của các mức thuế suất ưu đãi,Ảnh hưởng của các mức thuế suất ưu đãi,(3.936.293.674),(3.696.631.977),-3936293674.0,-3696631977.0
Ảnh hưởng của các mức thuế suất khác áp dụng tại các công ty con,Ảnh hưởng của các mức thuế suất khác áp dụng tại các công ty con,Ảnh hưởng của các mức thuế suất khác áp dụng tại các công ty con,(1.327.333.801),(29.358.768),-1327333801.0,-29358768.0
"Miễn thuế, giảm thuế","Miễn thuế, giảm thuế","Miễn thuế, giảm thuế",(3.045.971.846),(6.409.021.377),-3045971846.0,-6409021377.0
Ảnh hưởng của chi phí không được khấu trừ thuế,Ảnh hưởng của chi phí không được khấu trừ thuế,Ảnh hưởng của chi phí không được khấu trừ thuế,1.107.749.215,1.264.824.751,1107749215.0,1264824751.0
Ảnh hưởng của thu nhập không bị tính thuế,Ảnh hưởng của thu nhập không bị tính thuế,Ảnh hưởng của thu nhập không bị tính thuế,(2.803.000.085),(2.929.983.508),-2803000085.0,-2929983508.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,2.032.796.828,-,2032796828.0,
Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,1.262.167.574,(413.520.023),1262167574.0,-413520023.0
,,,69.438.195.679,54.313.726.565,69438195679.0,54313726565.0
