row_label_raw,row_label_full,Công ty TNHH APL-NOL Việt Nam - Chi nhánh Hải Phòng > Công ty Cổ phần Đại lý Hàng hải Việt Nam - Chi nhánh Đại lý Hàng hải Hải Phòng > Công ty Liên doanh Đại lý vận tải Evergreen Việt Nam > Công ty TNHH OOCL Việt Nam,31/12/2015VND > 7.963.587.548 > 5.505.268.102 > 12.997.042.673 > 3.388.406.270,1/1/2015VND > 5.529.224.080 > 5.085.099.380 > 10.273.389.388 > 8.283.674.547,numeric__31/12/2015VND > 7.963.587.548 > 5.505.268.102 > 12.997.042.673 > 3.388.406.270,numeric__1/1/2015VND > 5.529.224.080 > 5.085.099.380 > 10.273.389.388 > 8.283.674.547
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,51.785.063.853,64.717.039.808,51785063853.0,64717039808.0
,,,81.639.368.446,93.888.427.203,81639368446.0,93888427203.0
