row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,227.508.770.531,58.218.325.774,227508770531.0,58218325774.0
Thuế TNDN theo thuế suất 20% (năm 2015: 22%),Thuế TNDN theo thuế suất 20% (năm 2015: 22%),Thuế TNDN theo thuế suất 20% (năm 2015: 22%),45.501.754.106,12.808.031.670,45501754106.0,12808031670.0
Thuế TNDN được giảm trừ,Thuế TNDN được giảm trừ,Thuế TNDN được giảm trừ,-,(205.621.466),,-205621466.0
Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN,,
Chia lợi nhuận từ HĐHTKD,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Chia lợi nhuận từ HĐHTKD,Chia lợi nhuận từ HĐHTKD,12.967.493.264,8.657.807.305,12967493264.0,8657807305.0
Chỉ phí không có đủ chứng từ hợp lệ,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Chỉ phí không có đủ chứng từ hợp lệ,Chỉ phí không có đủ chứng từ hợp lệ,2.067.704.734,988.123.065,2067704734.0,988123065.0
Chỉ phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Chỉ phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,Chỉ phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,877.444.538,-,877444538.0,
Phạt lãi châm nộp thuế,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Phạt lãi châm nộp thuế,Phạt lãi châm nộp thuế,-,2.984.335.172,,2984335172.0
Thu nhập từ cổ tức,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Thu nhập từ cổ tức,Thu nhập từ cổ tức,(12.846.678.425),(9.326.910.230),-12846678425.0,-9326910230.0
Điều chỉnh thuế TNDN trích thiếu các kỳ trước,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Điều chỉnh thuế TNDN trích thiếu các kỳ trước,Điều chỉnh thuế TNDN trích thiếu các kỳ trước,167.872.381,1.610.288.775,167872381.0,1610288775.0
Chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chỉ phí thuế TNDN > Chi phí thuế TNDN,Chi phí thuế TNDN,48.735.590.598,17.516.054.291,48735590598.0,17516054291.0
