row_label_raw,row_label_full,Nguyên Sơn,Công ty con,Vay,270.000.000.000,col_4,numeric__Công ty con,numeric__Vay,numeric__270.000.000.000,numeric__col_4
Nam Phan,Nam Phan,Nam Phan,Công ty con,Vay,188.000.000.000,10.000.000.000,,,188000000000.0,10000000000.0
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Vay,28.000.000.000,47.473.791 604,,,28000000000.0,
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Vay,-,4.692.821.000,,,,4692821000.0
,,,,,486.000.000.000,62.166.612.604,,,486000000000.0,62166612604.0
