row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.469.034.929.251,1.387.177.733.770,2469034929251.0,1387177733770.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự",1.866.718.923.815,1.198.804.898.895,1866718923815.0,1198804898895.0
"Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")","Trong đó: > Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")","Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")",583.593.771.464,176.489.499.999,583593771464.0,176489499999.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,18.224.941.745,11.319.641.104,18224941745.0,11319641104.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,497.292.227,563.693.772,497292227.0,563693772.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Hàng bán bị trả lại,Trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,-,(8.677.878.248),,-8677878248.0
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,2.469.034.929.251,1.378.499.855.522,2469034929251.0,1378499855522.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự","Doanh thu bán đất, căn hộ, nhà phố vàbiệt thự",1.866.718.923.815,1.190.127.020.647,1866718923815.0,1190127020647.0
"Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")","Trong đó: > Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")","Doanh thu từ dịch vụ hợp đồng tổng thầu (""EPC"")",583.593.771.464,176.489.499.999,583593771464.0,176489499999.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,18.224.941.745,11.319.641.104,18224941745.0,11319641104.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,497.292.227,563.693.772,497292227.0,563693772.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,1.878.932.952.524,1.200.208.427.986,1878932952524.0,1200208427986.0
Doanh thu với bên liên quan,Trong đó: > Doanh thu với bên liên quan,Doanh thu với bên liên quan,590.101.976.727,178.291.427.536,590101976727.0,178291427536.0
