row_label_raw,row_label_full,col_0,Năm nay > Chi phí thực tế đã phát sinh,Năm nay > Giá trị trích trước vào chi phí vào ngày 31 tháng 12 năm 2016,Năm nay > Tổng cộng giá vốn ghi nhận trong năm,Năm trước > Chi phí thực tế đã phát sinh,Năm trước > Giá trị trích trước vào chi phí vào ngày 31 tháng 12 năm 2015,Năm trước > Tổng cộng giá vốn ghi nhận trong năm,numeric__Năm nay > Chi phí thực tế đã phát sinh,numeric__Năm nay > Giá trị trích trước vào chi phí vào ngày 31 tháng 12 năm 2016,numeric__Năm nay > Tổng cộng giá vốn ghi nhận trong năm,numeric__Năm trước > Chi phí thực tế đã phát sinh,numeric__Năm trước > Giá trị trích trước vào chi phí vào ngày 31 tháng 12 năm 2015,numeric__Năm trước > Tổng cộng giá vốn ghi nhận trong năm
"Giá vốn đất, căn hộ, nhà phố và biệt thụ","Giá vốn đất, căn hộ, nhà phố và biệt thụ","Giá vốn đất, căn hộ, nhà phố và biệt thụ",1.250.362.235.873,144.083.335.673,1.394.445.571.546,947.009.608.500,-,947.009.608.500,1250362235873.0,144083335673.0,1394445571546.0,947009608500.0,,947009608500.0
Giá vốn thi công xây dựng,Giá vốn thi công xây dựng,Giá vốn thi công xây dựng,312.930.646.731,242.025.899.965,554.956.546.696,154.145.960.160,12.420.914.236,166.566.874.396,312930646731.0,242025899965.0,554956546696.0,154145960160.0,12420914236.0,166566874396.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.563.292.882.604,386.109.235.638,1.949.402.118.242,1.101.155.568.660,12.420.914.236,1.113.576.482.896,1563292882604.0,386109235638.0,1949402118242.0,1101155568660.0,12420914236.0,1113576482896.0
