row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2023 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2023 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2023 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2023 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2023 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2023 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2023 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2023 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn
Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,,,,
kỳ hạn (i),Tiền gửi có > kỳ hạn (i),kỳ hạn (i),11.535.000.000.000,11.535.000.000.000,3.590.000.000.000,3.590.000.000.000,11535000000000.0,11535000000000.0,3590000000000.0,3590000000000.0
Trái phiếu (ii),Tiền gửi có > Trái phiếu (ii),Trái phiếu (ii),2.000.000.000.000,(*),1.000.000.000.000,(*),2000000000000.0,,1000000000000.0,
,,,13.535.000.000.000,,4.590.000.000.000,,13535000000000.0,,4590000000000.0,
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,,,,
Trái phiếu (iii),Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > Trái phiếu (iii),Trái phiếu (iii),3.200.000.000.000,(*),3.200.000.000.000,(*),3200000000000.0,,3200000000000.0,
