row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2023VND,1/1/2023VND,,
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty TNHH MTV Petrolimex Singapore,Công ty con cấp 1 > Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,1.224.203.779.458,4.847.281.078.038,1224203779458.0,4847281078038.0
Tổng Công ty Vận tải thủy Petrolimex,Công ty con cấp 1 > Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,137.862.536.206,139.055.571.983,137862536206.0,139055571983.0
Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty con cấp 1 > Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,-,14.229.413.247,,14229413247.0
Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty con cấp 1 > Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,-,397.608.750,,397608750.0
Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,,
Công ty Cổ phần Tín học Viễn thông Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Tín học Viễn thông Petrolimex,Công ty Cổ phần Tín học Viễn thông Petrolimex,9.218.658.328,16.931.545.146,9218658328.0,16931545146.0
Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty Cổ phần Vận tải Xăng dầu Vitaco,13.441.252.159,11.127.025.895,13441252159.0,11127025895.0
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,7.157.851.889,6.751.566.164,7157851889.0,6751566164.0
Công ty TNHH MTV Vitaco Sài Gòn,Công ty con cấp 2 và cấp 3 > Công ty TNHH MTV Vitaco Sài Gòn,Công ty TNHH MTV Vitaco Sài Gòn,10.002.297.023,5.289.244.790,10002297023.0,5289244790.0
Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,10.019.622.224,2.081.077.443,10019622224.0,2081077443.0
Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầu,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầu,Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầu,79.200.020,-,79200020.0,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Công ty liên kết > Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,22.436.454.696,20.422.805.616,22436454696.0,20422805616.0
,,,1.434.421.652.003,5.063.566.937.072,1434421652003.0,5063566937072.0
