row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải PhòngMua dịch vụ,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải PhòngMua dịch vụ,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải PhòngMua dịch vụ,174.314.050.329,201.953.070.078,174314050329.0,201953070078.0
Công ty Cổ phần Tin học Viễn thông PetrolimexMua dịch vụ,Công ty Cổ phần Tin học Viễn thông PetrolimexMua dịch vụ,Công ty Cổ phần Tin học Viễn thông PetrolimexMua dịch vụ,57.988.192.933,57.332.416.783,57988192933.0,57332416783.0
Công ty Cổ phần Thiết bị xăng dầu PetrolimexMua dịch vụ,Công ty Cổ phần Thiết bị xăng dầu PetrolimexMua dịch vụ,Công ty Cổ phần Thiết bị xăng dầu PetrolimexMua dịch vụ,5.500.000,12.655.000.000,5500000.0,12655000000.0
Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầuMua dịch vụ,Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầuMua dịch vụ,Công ty Cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng dầuMua dịch vụ,1.532.563.648,-,1532563648.0,
Công ty con cấp 3Công ty TNHH MTV VITACO Sài GònMua dịch vụ,Công ty con cấp 3Công ty TNHH MTV VITACO Sài GònMua dịch vụ,Công ty con cấp 3Công ty TNHH MTV VITACO Sài GònMua dịch vụ,397.779.222.200,421.895.925.072,397779222200.0,421895925072.0
"Công ty liên doanh, liên kếtNgân hàng TMCP Xăng dầu PetrolimexLãi tiền gửi (đền ngày 31/8/2023)","Công ty liên doanh, liên kếtNgân hàng TMCP Xăng dầu PetrolimexLãi tiền gửi (đền ngày 31/8/2023)","Công ty liên doanh, liên kếtNgân hàng TMCP Xăng dầu PetrolimexLãi tiền gửi (đền ngày 31/8/2023)",8.105.753.424,25.687.916.337,8105753424.0,25687916337.0
Tổng Công ty Cổ phần Bảo hiểm PetrolimexMua dịch vụCổ tức được chia,Tổng Công ty Cổ phần Bảo hiểm PetrolimexMua dịch vụCổ tức được chia,Tổng Công ty Cổ phần Bảo hiểm PetrolimexMua dịch vụCổ tức được chia,355.237.868.186-,409.609.309.33268.115.600.000,,4.096093093326811e+22
Công ty TNHH Castrol BP-PETCO Việt NamCổ tức được chia,Công ty TNHH Castrol BP-PETCO Việt NamCổ tức được chia,Công ty TNHH Castrol BP-PETCO Việt NamCổ tức được chia,408.862.659.033,540.610.332.547,408862659033.0,540610332547.0
Công ty Cổ phần Thương mại Tuyên QuangCổ tức được chia,Công ty Cổ phần Thương mại Tuyên QuangCổ tức được chia,Công ty Cổ phần Thương mại Tuyên QuangCổ tức được chia,-,312.500.000,,312500000.0
Công ty Cổ phần Dịch vụ Đường cao tốc Việt NamCổ tức được chia,Công ty Cổ phần Dịch vụ Đường cao tốc Việt NamCổ tức được chia,Công ty Cổ phần Dịch vụ Đường cao tốc Việt NamCổ tức được chia,400.000.000,-,400000000.0,
Tổng Công ty Xuất nhập khẩu Dịch vụ và Đầu tư Việt Nam (VICOSIMEX)Cổ tức được chia,Tổng Công ty Xuất nhập khẩu Dịch vụ và Đầu tư Việt Nam (VICOSIMEX)Cổ tức được chia,Tổng Công ty Xuất nhập khẩu Dịch vụ và Đầu tư Việt Nam (VICOSIMEX)Cổ tức được chia,500.000.000,-,500000000.0,
Công ty Cổ phần Hóa dầu Quân độiCổ tức được chia,Công ty Cổ phần Hóa dầu Quân độiCổ tức được chia,Công ty Cổ phần Hóa dầu Quân độiCổ tức được chia,6.000.000.000,-,6000000000.0,
Hội đồng Quản trị (8 thành viên)Thù lao và tiền lương,Hội đồng Quản trị (8 thành viên)Thù lao và tiền lương,Hội đồng Quản trị (8 thành viên)Thù lao và tiền lương,9.645.463.721,7.391.287.332,9645463721.0,7391287332.0
