row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2023 > Giá gốc VND,31/12/2023 > Dự phòng VND,31/12/2023 > Giá trị hợp lý VND,31/12/2023 > % sở hữu,1/1/2023 > % quyền biểu quyết,1/1/2023 > Giá gốc VND,1/1/2023 > Dự phòng VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Dự phòng VND,numeric__31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2023 > % sở hữu,numeric__1/1/2023 > % quyền biểu quyết,numeric__1/1/2023 > Giá gốc VND,numeric__1/1/2023 > Dự phòng VND
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,,,,,,,,,,
10,Các công ty con thuộc Khối xăng dầu trực thuộc > 10,10,Công ty Xăng dầu B12 - Công ty TNHH MTV (i),Quảng Ninh TP. Hồ Chí,100%,100%,468.000.000.000,-,(*),100%,100%,865.700.000.000,-,,,1.0,1.0,468000000000.0,,,1.0,1.0,865700000000.0,
11,Các công ty con thuộc Khối xăng dầu trực thuộc > 11,11,Công ty Xăng dầu KV2 - Công ty TNHH MTV,Minh,100%,100%,812.200.000.000,-,(*),100%,100%,812.200.000.000,-,,,1.0,1.0,812200000000.0,,,1.0,1.0,812200000000.0,
12,Các công ty con thuộc Khối xăng dầu trực thuộc > 12,12,Công ty Xăng dầu KV5 - Công ty TNHH MTV,Đà Nẵng,100%,100%,168.015.000.000,-,(*),100%,100%,298.400.000.000,-,,,1.0,1.0,168015000000.0,,,1.0,1.0,298400000000.0,
13,Các công ty con thuộc Khối xăng dầu trực thuộc > 13,13,Công ty Xăng dầu KV1 - Công ty TNHH MTV (i),Hà Nội,100%,100%,210.957.000.000,-,(*),100%,100%,272.600.000.000,-,,,1.0,1.0,210957000000.0,,,1.0,1.0,272600000000.0,
14,Các công ty con thuộc Khối xăng dầu trực thuộc > 14,14,Công ty Xăng dầu Tây Nam Bộ (ii),Cần Thơ,100%,100%,246.962.000.000,-,(*),100%,100%,168.100.000.000,-,,,1.0,1.0,246962000000.0,,,1.0,1.0,168100000000.0,
15,Các công ty con thuộc Khối xăng dầu trực thuộc > 15,15,Công ty Xăng dầu Bà Rịa Vũng Tàu (ii),Vũng Tàu,100%,100%,184.245.000.000,-,(*),100%,100%,167.800.000.000,-,,,1.0,1.0,184245000000.0,,,1.0,1.0,167800000000.0,
16,Các công ty con thuộc Khối xăng dầu trực thuộc > 16,16,Công ty Xăng dầu Nghệ An (ii),Nghệ An,100%,100%,187.971.000.000,-,(*),100%,100%,131.100.000.000,-,,,1.0,1.0,187971000000.0,,,1.0,1.0,131100000000.0,
,,,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,Công ty Xăng dầu Thanh Hóa –,,,,,,,,,,,
17,Các công ty con thuộc Khối xăng dầu trực thuộc > 17,17,Công ty TNHH MTV (ii),Thanh Hóa,100%,100%,156.752.000.000,-,(*),100%,100%,125.300.000.000,-,,,1.0,1.0,156752000000.0,,,1.0,1.0,125300000000.0,
18,Các công ty con thuộc Khối xăng dầu trực thuộc > 18,18,Công ty Xăng dầu Vĩnh Long (ii),Vĩnh Long,100%,100%,128.707.000.000,-,(*),100%,100%,123.000.000.000,-,,,1.0,1.0,128707000000.0,,,1.0,1.0,123000000000.0,
19,Các công ty con thuộc Khối xăng dầu trực thuộc > 19,19,Công ty Xăng dầu Bắc Tây Nguyên (ii),Gia Lai,100%,100%,196.163.553.673,-,(*),100%,100%,113.800.000.000,-,,,1.0,1.0,196163553673.0,,,1.0,1.0,113800000000.0,
20,Các công ty con thuộc Khối xăng dầu trực thuộc > 20,20,Công ty Xăng dầu KV3 - Công ty TNHH MTV (ii),Hải Phòng,100%,100%,156.032.000.000,-,(*),100%,100%,111.300.000.000,-,,,1.0,1.0,156032000000.0,,,1.0,1.0,111300000000.0,
,,,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,Công ty Xăng dầu Hà Sơn Bình –,,,,,,,,,,,
21,Các công ty con thuộc Khối xăng dầu trực thuộc > 21,21,Công ty TNHH MTV (ii),Hà Nội,100%,100%,129.234.000.000,-,(*),100%,100%,108.500.000.000,-,,,1.0,1.0,129234000000.0,,,1.0,1.0,108500000000.0,
22,Các công ty con thuộc Khối xăng dầu trực thuộc > 22,22,Công ty Xăng dầu Phú Khánh (ii),Khánh Hòa,100%,100%,251.174.000.000,-,(*),100%,100%,107.000.000.000,-,,,1.0,1.0,251174000000.0,,,1.0,1.0,107000000000.0,
23,Các công ty con thuộc Khối xăng dầu trực thuộc > 23,23,Công ty Xăng dầu Hà Nam Ninh (ii),Nam Đình,100%,100%,144.959.953.049,-,(*),100%,100%,105.600.000.000,-,,,1.0,1.0,144959953049.0,,,1.0,1.0,105600000000.0,
24,Các công ty con thuộc Khối xăng dầu trực thuộc > 24,24,Công ty Xăng dầu Long An,Long An,100%,100%,105.200.000.000,-,(*),100%,100%,105.200.000.000,-,,,1.0,1.0,105200000000.0,,,1.0,1.0,105200000000.0,
25,Các công ty con thuộc Khối xăng dầu trực thuộc > 25,25,Công ty TNHH MTV Xăng dầu Cà Mau,Cà Mau,100%,100%,98.800.000.000,-,(*),100%,100%,98.800.000.000,-,,,1.0,1.0,98800000000.0,,,1.0,1.0,98800000000.0,
26,Các công ty con thuộc Khối xăng dầu trực thuộc > 26,26,Công ty Xăng dầu Bình Định,Bình Định,100%,100%,87.600.000.000,-,(*),100%,100%,87.600.000.000,-,,,1.0,1.0,87600000000.0,,,1.0,1.0,87600000000.0,
27,Các công ty con thuộc Khối xăng dầu trực thuộc > 27,27,Công ty Xăng dầu Hà Tĩnh (ii),Hà Tĩnh,100%,100%,128.507.000.000,-,(*),100%,100%,79.900.000.000,-,,,1.0,1.0,128507000000.0,,,1.0,1.0,79900000000.0,
,,,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,Công ty TNHH MTV Xăng dầu,,,,,,,,,,,
28,Các công ty con thuộc Khối xăng dầu trực thuộc > 28,28,Nam Tây Nguyên (ii),Đắk Lắk,100%,100%,126.511.000.000,-,(*),100%,100%,74.000.000.000,-,,,1.0,1.0,126511000000.0,,,1.0,1.0,74000000000.0,
29,Các công ty con thuộc Khối xăng dầu trực thuộc > 29,29,Công ty Xăng dầu Phú Thọ (ii),Phú Thọ,100%,100%,72.996.000.000,-,(*),100%,100%,71.100.000.000,-,,,1.0,1.0,72996000000.0,,,1.0,1.0,71100000000.0,
30,Các công ty con thuộc Khối xăng dầu trực thuộc > 30,30,Công ty Xăng dầu Bắc Thái (ii),Thái Nguyên,100%,100%,120.557.000.000,-,(*),100%,100%,69.300.000.000,-,,,1.0,1.0,120557000000.0,,,1.0,1.0,69300000000.0,
31,Các công ty con thuộc Khối xăng dầu trực thuộc > 31,31,Công ty Xăng dầu Thừa Thiên Huế (ii),Huế,100%,100%,243.456.408.182,-,(*),100%,100%,66.000.000.000,-,,,1.0,1.0,243456408182.0,,,1.0,1.0,66000000000.0,
32,Các công ty con thuộc Khối xăng dầu trực thuộc > 32,32,Công ty TNHH MTV Xăng dầu Tiền Giang (ii),Tiền Giang,100%,100%,86.227.000.000,-,(*),100%,100%,60.400.000.000,-,,,1.0,1.0,86227000000.0,,,1.0,1.0,60400000000.0,
33,Các công ty con thuộc Khối xăng dầu trực thuộc > 33,33,Công ty Xăng dầu Quảng Trị (ii),Quảng Trị,100%,100%,62.202.000.000,-,(*),100%,100%,57.000.000.000,-,,,1.0,1.0,62202000000.0,,,1.0,1.0,57000000000.0,
34,Các công ty con thuộc Khối xăng dầu trực thuộc > 34,34,Công ty Xăng dầu Quảng Bình (ii),Quảng Bình,100%,100%,57.644.065.636,-,(*),100%,100%,57.000.000.000,-,,,1.0,1.0,57644065636.0,,,1.0,1.0,57000000000.0,
35,Các công ty con thuộc Khối xăng dầu trực thuộc > 35,35,Công ty Xăng dầu Tuyên Quang (ii),Tuyên Quang,100%,100%,57.125.000.000,-,(*),100%,100%,48.000.000.000,-,,,1.0,1.0,57125000000.0,,,1.0,1.0,48000000000.0,
36,Các công ty con thuộc Khối xăng dầu trực thuộc > 36,36,Công ty Xăng dầu Đồng Nai (ii),Đồng Nai,100%,100%,50.670.000.000,-,(*),100%,100%,47.700.000.000,-,,,1.0,1.0,50670000000.0,,,1.0,1.0,47700000000.0,
37,Các công ty con thuộc Khối xăng dầu trực thuộc > 37,37,Công ty Xăng dầu Tây Ninh (ii),Tây Ninh,100%,100%,52.343.000.000,-,(*),100%,100%,45.600.000.000,-,,,1.0,1.0,52343000000.0,,,1.0,1.0,45600000000.0,
