row_label_raw,row_label_full,col_0,Giá trị ghi số và số có khả năng trả nợ,Giá trị ghi số và số có khả năng trả nợ_1,numeric__Giá trị ghi số và số có khả năng trả nợ,numeric__Giá trị ghi số và số có khả năng trả nợ_1
,,,2023VND,2022VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,8.775.207.497.015,9.263.704.463.871,8775207497015.0,9263704463871.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,62.872.173.215.359,74.963.923.521.542,62872173215359.0,74963923521542.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(58.424.850.260.715),(75.452.420.488.398),-58424850260715.0,-75452420488398.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,13.222.530.451.659,8.775.207.497.015,13222530451659.0,8775207497015.0
