row_label_raw,row_label_full,Số đầu năm,Năm 2022VND > 333.709.533.898,Năm 2021VND > 408.235.197.002,numeric__Năm 2022VND > 333.709.533.898,numeric__Năm 2021VND > 408.235.197.002
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,1.882.846.503.604,4.433.133.866,1882846503604.0,4433133866.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(18.128.124.336),(61.964.933.157),-18128124336.0,-61964933157.0
Giảm do hợp nhất,Giảm do hợp nhất,Giảm do hợp nhất,-,(4.430.901.800),,-4430901800.0
Sử dụng dự phòng,Sử dụng dự phòng,Sử dụng dự phòng,-,(12.562.962.013),,-12562962013.0
Số cuối năm,Số cuối năm,Số cuối năm,2.198.427.913.166,333.709.533.898,2198427913166.0,333709533898.0
