row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,300,,14.547.325.664.273,17.072.093.141.508,,300.0,,14547325664273.0,17072093141508.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,9.031.172.896.419,10.381.591.750.552,,310.0,,9031172896419.0,10381591750552.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,1.484.338.057.457,1.751.697.602.668,,311.0,17.0,1484338057457.0,1751697602668.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,928.698.272.858,664.118.962.544,,312.0,18.0,928698272858.0,664118962544.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,19,322.490.387.380,249.374.016.597,,313.0,19.0,322490387380.0,249374016597.0
4.,4.,4.,Phải trả người lao động,314,,199.781.679.714,251.597.431.864,,314.0,,199781679714.0,251597431864.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,1.031.034.613.442,1.043.738.225.300,,315.0,20.0,1031034613442.0,1043738225300.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,21,42.111.570.638,39.258.208.628,,318.0,21.0,42111570638.0,39258208628.0
9.,9.,9.,Phải trả ngắn hạn khác,319,22,1.274.848.020.784,1.711.448.499.457,,319.0,22.0,1274848020784.0,1711448499457.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,23,3.716.358.364.719,4.634.835.760.403,,320.0,23.0,3716358364719.0,4634835760403.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,31.511.929.427,35.523.043.091,,322.0,,31511929427.0,35523043091.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,5.516.152.767.854,6.690.501.390.956,,330.0,,5516152767854.0,6690501390956.0
1.,1.,1.,Phải trả người bán dài hạn,331,17,361.611.319.329,400.277.606.774,,331.0,17.0,361611319329.0,400277606774.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,21,112.215.099.886,88.100.822.868,,336.0,21.0,112215099886.0,88100822868.0
7.,7.,7.,Phải trả dài hạn khác,337,22,717.608.536.127,749.170.912.198,,337.0,22.0,717608536127.0,749170912198.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,23,4.278.881.025.473,5.434.411.949.737,,338.0,23.0,4278881025473.0,5434411949737.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập doanh nghiệp hoãn lại phải trả,341,,45.836.787.039,18.540.099.379,,341.0,,45836787039.0,18540099379.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
