row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
B - VỐN CHỦ SỞ HỮU,B - VỐN CHỦ SỞ HỮU,B - VỐN CHỦ SỞ HỮU,B - VỐN CHỦ SỞ HỮU,400,,9.123.100.342.798,7.365.016.906.109,,400.0,,9123100342798.0,7365016906109.0
I.,I.,I.,Vốn chủ sở hữu,410,24,9.123.065.747.201,7.364.982.310.512,,410.0,24.0,9123065747201.0,7364982310512.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.495.371.120.000,4.495.371.120.000,,411.0,,4495371120000.0,4495371120000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.495.371.120.000,4.495.371.120.000,,,,4495371120000.0,4495371120000.0
1.,1.,1.,- Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,1. > 2.,2.,Thặng dư vốn cổ phần,412,,114.615.683.251,114.615.683.251,,412.0,,114615683251.0,114615683251.0
3.,1. > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,1. > 4.,4.,Vốn khác của chủ sở hữu,414,,16.333.971.248,16.333.971.248,,414.0,,16333971248.0,16333971248.0
5.,1. > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,1. > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,(975.375.230.342),(1.636.135.118.812),,416.0,,-975375230342.0,-1636135118812.0
7.,1. > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,(106.493.825.737),(83.521.559.629),,417.0,,-106493825737.0,-83521559629.0
8.,1. > 8.,8.,Quỹ đầu tư phát triển,418,,730.293.166.977,730.815.115.319,,418.0,,730293166977.0,730815115319.0
9.,1. > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,1. > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.798.115.744,6.798.115.744,,420.0,,6798115744.0,6798115744.0
11.,1. > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,2.051.171.152.818,1.291.015.154.457,,421.0,,2051171152818.0,1291015154457.0
11.,1. > 11.,11.,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,533.947.675.507,929.462.186.230,,,,533947675507.0,929462186230.0
11.,1. > 11.,11.,- LNST chưa phân phối năm nay,421b,,1.517.223.477.311,361.552.968.227,,,,1517223477311.0,361552968227.0
12.,1. > 12.,12.,Nguồn vốn đầu tư XDCB,422,,9.749.706,9.749.706,,422.0,,9749706.0,9749706.0
13.,1. > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,2.790.341.843.536,2.429.680.079.228,,429.0,,2790341843536.0,2429680079228.0
II.,1. > II.,II.,Nguồn kinh phí và quỹ khác,430,,34.595.597,34.595.597,,430.0,,34595597.0,34595597.0
1.,1. > 1.,1.,Nguồn kinh phí,431,,34.595.597,34.595.597,,431.0,,34595597.0,34595597.0
2.,1. > 2.,2.,Nguồn kinh phí đã hình thành TSCĐ,432,,-,-,,432.0,,,
TỔNG NGUỒN VỐN,1. > TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,440,,23.670.426.007.071,24.437.110.047.617,,440.0,,23670426007071.0,24437110047617.0
