row_label_raw,row_label_full,Ông Nguyễn Văn Thắng,Trường Ban,numeric__Trường Ban
Ông Tổng Quang Vinh,Ông Tổng Quang Vinh,Ông Tổng Quang Vinh,Thành viên,
Bà Phạm Thị Cao Thanh,Bà Phạm Thị Cao Thanh,Bà Phạm Thị Cao Thanh,Thành viên,
Bà Trần Thị Mỹ Hảo,Bà Trần Thị Mỹ Hảo,Bà Trần Thị Mỹ Hảo,Thành viên,
Ông Trần Thế Anh,Ông Trần Thế Anh,Ông Trần Thế Anh,Thành viên,
