row_label_raw,row_label_full,col_0,Máy móc thiết bị VND,Phương tiện vận tải truyền dẫn VND,Cộng VND,numeric__Máy móc thiết bị VND,numeric__Phương tiện vận tải truyền dẫn VND,numeric__Cộng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
01/01/2022,NGUYÊN GIÁ > 01/01/2022,01/01/2022,81.608.282.683,20.406.207.999,102.014.490.682,81608282683.0,20406207999.0,102014490682.0
- Thuế tài chính trong năm,NGUYÊN GIÁ > - Thuế tài chính trong năm,- Thuế tài chính trong năm,28.151.514.815,9.098.715.070,37.250.229.885,28151514815.0,9098715070.0,37250229885.0
- Mua lại TSCĐ thuê tài chính,NGUYÊN GIÁ > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,(25.212.686.319),(9.867.281.820),(35.079.968.139),-25212686319.0,-9867281820.0,-35079968139.0
31/12/2022,NGUYÊN GIÁ > 31/12/2022,31/12/2022,84.547.111.179,19.637.641.249,104.184.752.428,84547111179.0,19637641249.0,104184752428.0
GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,GIÁ TRỊ HAO MÒN,,,
01/01/2022,GIÁ TRỊ HAO MÒN > 01/01/2022,01/01/2022,(25.416.907.678),(10.315.381.261),(35.732.288.939),-25416907678.0,-10315381261.0,-35732288939.0
- Khấu hao trong năm,GIÁ TRỊ HAO MÒN > - Khấu hao trong năm,- Khấu hao trong năm,(14.389.100.633),(4.073.818.969),(18.462.919.602),-14389100633.0,-4073818969.0,-18462919602.0
- Mua lại TSCĐ thuê tài chính,GIÁ TRỊ HAO MÒN > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,18.318.716.765,9.605.622.793,27.924.339.558,18318716765.0,9605622793.0,27924339558.0
31/12/2022,GIÁ TRỊ HAO MÒN > 31/12/2022,31/12/2022,(21.487.291.546),(4.783.577.437),(26.270.868.983),-21487291546.0,-4783577437.0,-26270868983.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
01/01/2022,GIÁ TRỊ CÒN LẠI > 01/01/2022,01/01/2022,56.191.375.005,10.090.826.738,66.282.201.743,56191375005.0,10090826738.0,66282201743.0
31/12/2022,GIÁ TRỊ CÒN LẠI > 31/12/2022,31/12/2022,63.059.819.633,14.854.063.812,77.913.883.445,63059819633.0,14854063812.0,77913883445.0
