row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,2.175.896.926.272,714.327.152.635,1.0,,2175896926272.0,714327152635.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSDĐT,2. Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSDĐT,Khấu hao TSCĐ và BĐSDĐT,02,,690.692.346.201,704.877.306.069,2.0,,690692346201.0,704877306069.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,1.949.017.897.115,(90.966.963.159),3.0,,1949017897115.0,-90966963159.0
(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản > (Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,33.491.429.358,(35.042.651.325),4.0,,33491429358.0,-35042651325.0
(Lãi) hoạt động đầu tư,2. Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(3.708.822.947.866),167.348.257.875,5.0,,-3708822947866.0,167348257875.0
Chi phí lãi vay,2. Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,661.475.443.532,719.467.784.611,6.0,,661475443532.0,719467784611.0
Các điều chỉnh khác,2. Điều chỉnh cho các khoản > Các điều chỉnh khác,Các điều chỉnh khác,07,,-,-,7.0,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,1.801.751.094.612,2.180.010.886.706,8.0,,1801751094612.0,2180010886706.0
"Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,170.760.538.891,1.175.208.737.260,9.0,,170760538891.0,1175208737260.0
"Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,(42.074.565.187),350.544.468.692,10.0,,-42074565187.0,350544468692.0
"Tăng, giảm các khoản phải trả (không kê lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kê lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kê lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(737.170.441.146),(1.134.299.356.924),11.0,,-737170441146.0,-1134299356924.0
"Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,50.550.036.684,36.734.123.442,12.0,,50550036684.0,36734123442.0
"Tăng, giảm chứng khoán kinh doanh","2. Điều chỉnh cho các khoản > Tăng, giảm chứng khoán kinh doanh","Tăng, giảm chứng khoán kinh doanh",13,,21.209.042.689,-,13.0,,21209042689.0,
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(524.350.019.629),(1.162.034.104.799),14.0,,-524350019629.0,-1162034104799.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(279.233.683.770),(109.589.395.571),15.0,,-279233683770.0,-109589395571.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,20.930.000,1.109.035.454,16.0,,20930000.0,1109035454.0
Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(48.145.717.167),(33.823.884.874),17.0,,-48145717167.0,-33823884874.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,413.317.215.977,1.303.860.509.386,20.0,,413317215977.0,1303860509386.0
