row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,11.147.719.306.700,10.537.670.102.842,100.0,,11147719306700.0,10537670102842.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,758.581.015.771,472.726.154.699,110.0,4.0,758581015771.0,472726154699.0
1. Tiền,1. Tiền,1. Tiền,111,,481.119.802.881,469.519.990.315,111.0,,481119802881.0,469519990315.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,277.461.212.890,3.206.164.384,112.0,,277461212890.0,3206164384.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.408.510.574.134,74.965.191.106,120.0,,2408510574134.0,74965191106.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,5.1,172.618.561,21.381.661.250,121.0,51.0,172618561.0,21381661250.0
2. Dự phòng giảm giá chứng khoán,2. Dự phòng giảm giá chứng khoán,2. Dự phòng giảm giá chứng khoán,122,,-,-,122.0,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,2.408.337.955.573,53.583.529.856,123.0,52.0,2408337955573.0,53583529856.0
III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,130,,5.379.334.226.814,7.444.897.297.646,130.0,,5379334226814.0,7444897297646.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,3.050.844.582.212,3.396.821.927.049,131.0,6.0,3050844582212.0,3396821927049.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,324.392.524.402,355.730.441.621,132.0,8.0,324392524402.0,355730441621.0
3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
