row_label_raw,row_label_full,Dự án,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Dự án Vinfast,Dự án Vinfast,Dự án Vinfast,5.965.855,26.684.996,5965855.0,26684996.0
Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,12.456.304,12.406.031,12456304.0,12406031.0
