row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Đơn vị tính: triệu VND Số đầu năm (Trình bày lại) > Giá gốc,Đơn vị tính: triệu VND Số đầu năm (Trình bày lại) > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Đơn vị tính: triệu VND Số đầu năm (Trình bày lại) > Giá gốc,numeric__Đơn vị tính: triệu VND Số đầu năm (Trình bày lại) > Giá trị có thể thu hồi
Các khoản phải thu quá hạn thanh toán,Các khoản phải thu quá hạn thanh toán,Các khoản phải thu quá hạn thanh toán,313.002,10.733,159.679,64.374,313002.0,10733.0,159679.0,64374.0
Các khoản cho vay quá hạn thanh toán,Các khoản cho vay quá hạn thanh toán,Các khoản cho vay quá hạn thanh toán,70.638,-,70.638,-,70638.0,,70638.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,383.640,10.733,230.317,64.374,383640.0,10733.0,230317.0,64374.0
