row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,197.392.876,135.401.658,,,197392876.0,135401658.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,18.446.968,13.557.055,,5.0,18446968.0,13557055.0
111,111,111,1. Tiền,,7.639.369,8.566.276,,,7639369.0,8566276.0
112,112,112,2. Các khoản tương đương tiền,,10.807.599,4.990.779,,,10807599.0,4990779.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,11.172.867,1.951.598,,,11172867.0,1951598.0
121,121,121,1. Chứng khoán kinh doanh,6.1,9.539.371,-,,61.0,9539371.0,
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,1.633.496,1.951.598,,62.0,1633496.0,1951598.0
130,130,130,III. Các khoản phải thu ngắn hạn,,63.871.798,50.075.353,,,63871798.0,50075353.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,16.640.800,7.492.516,,71.0,16640800.0,7492516.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,16.519.157,16.677.008,,72.0,16519157.0,16677008.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8.1,21.022.039,5.077.857,,81.0,21022039.0,5077857.0
136,136,136,4. Phải thu ngắn hạn khác,9,10.062.709,20.993.915,,9.0,10062709.0,20993915.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(372.907),(165.943),,10.0,-372907.0,-165943.0
140,140,140,IV. Hàng tồn kho,11,83.808.756,55.228.146,,11.0,83808756.0,55228146.0
141,141,141,1. Hàng tồn kho,,85.969.752,55.739.534,,,85969752.0,55739534.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(2.160.996),(511.388),,,-2160996.0,-511388.0
150,150,150,V. Tài sản ngắn hạn khác,,20.092.487,14.589.506,,,20092487.0,14589506.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,3.254.545,2.484.729,,12.0,3254545.0,2484729.0
152,152,152,2. Thuế GTGT được khấu trừ,,3.905.190,2.402.675,,,3905190.0,2402675.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,68.800,312.854,,22.0,68800.0,312854.0
155,155,155,4. Tài sản ngắn hạn khác,13,12.863.952,9.389.248,,13.0,12863952.0,9389248.0
