row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,120.588.589,99.166.714,,,120588589.0,99166714.0
410,410,410,I. Vốn chủ sở hữu,29,120.588.589,99.166.714,,29.0,120588589.0,99166714.0
411,411,411,1. Vốn cổ phần đã phát hành,,34.309.140,32.756.212,,,34309140.0,32756212.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,33.685.755,31.916.212,,,33685755.0,31916212.0
411b,411b,411b,- Cổ phiếu ưu đãi,,623.385,840.000,,,623385.0,840000.0
412,412,412,2. Thặng dư vốn cổ phần,,33.996.368,11.442.901,,,33996368.0,11442901.0
414,414,414,3. Vốn khác của chủ sở hữu,,7.235.206,7.235.206,,,7235206.0,7235206.0
415,415,415,4. Cổ phiếu quỹ,,(2.284.059),(2.974.924),,,-2284059.0,-2974924.0
417,417,417,5. Chênh lệch tỷ giá hối đoái,,(11.784),-,,,-11784.0,
420,420,420,6. Quỹ khác thuộc vốn chủ sở hữu,,52.845,42.845,,,52845.0,42845.0
421,421,421,7. Lợi nhuận sau thuế chưa phân phối,,3.119.758,5.143.008,,,3119758.0,5143008.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,5.135.161,"38.952,",,,5135161.0,38952.0
421b,421b,421b,- (Lỗ)/lợi nhuận sau thuế chưa phân phối năm nay,,(2.015.403),5.104.056,,,-2015403.0,5104056.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,44.171.115,45.521.466,,,44171115.0,45521466.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,403.740.753,288.127.175,,,403740753.0,288127175.0
