row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Ngày 31 tháng 12năm 2018(Đã được trình bày trước đây),Trình bày lại,Ngày 31 tháng 12năm 2018(Được trình bày lại),numeric__CHỈ TIÊU,numeric__Ngày 31 tháng 12năm 2018(Đã được trình bày trước đây),numeric__Trình bày lại,numeric__Ngày 31 tháng 12năm 2018(Được trình bày lại)
,,,BẢNG CẦN ĐỐI KẾ TOÁNHỢP NHẤT,,,,,,,
131,131,131,Phải thu ngắn hạn của khách hàng,7.594.010,(101.494),7.492.516,,7594010.0,-101494.0,7492516.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,(267.437),101.494,(165.943),,-267437.0,101494.0,-165943.0
141,141,141,Hàng tồn kho,55.616.902,122.632,55.739.534,,55616902.0,122632.0,55739534.0
227,227,227,Tài sản cố định vô hình,819.872,87.131,907.003,,819872.0,87131.0,907003.0
269,269,269,Lợi thế thương mại,4.208.459,(56.764),4.151.695,,4208459.0,-56764.0,4151695.0
421,421,421,Lợi nhuận sau thuế chưa phân phối,5.095.997,47.011,5.143.008,,5095997.0,47011.0,5143008.0
429,429,429,Lợi ích cố đông không kiểm soát,45.415.478,105.988,45.521.466,,45415478.0,105988.0,45521466.0
