row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
44,44,44,Công ty TNHH Một thành viên Vinschool,Công ty Vinschool,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
45,45,45,Công ty TNHH Giáo dục và Đào tạo VinAcademy,Công ty VinAcademy,"100,00","99,37",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,99.37,,
46,46,46,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
47,47,47,Công ty TNHH Sản xuất và Kinh doanh Vinfast,Công ty Vinfast,"51,15","51,15","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị trấn Cát Hải, huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất xe có động cơ,,,51.15,51.15,,
48,48,48,Vinfast Germany GmbH,Công ty Vinfast Germany,"100,00","51,15","106 ResCowork 04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Đức","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ôtô xe máy và các hàng hóa liên quan",,,100.0,51.15,,
49,49,49,Công ty Cổ phần Vinfast Leasing,Công ty Vinfast Leasing,"99,00","50,64",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cho thuê xe có động cơ,,,99.0,50.64,,
50,50,50,Công ty TNHH Kinh doanh thương mại và Dịch vụ Vinfast,Công ty Vinfast Trading,"100,00","51,15",Khu Đô thị Sinh thái Vinhomes Riverside (1),Bán lẻ ô tô con,,,100.0,51.15,,
51,51,51,Vinfast Engineering Australia Pty Ltd,Công ty Vinfast Australia,"100,00","51,15","1 Liney Avenue, Clemton Park NSW 2206, Australia","Thiết kế ô tô, xe máy; hợp tác nghiên cứu công nghệ và nhập khẩu, phân phối hàng hóa",,,100.0,51.15,,
52,52,52,Công ty Cổ phần Vinfa,Công ty Vinfa,"59,39","59,39",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Sản xuất và bán buôn thực phẩm, dược phẩm",,,59.39,59.39,,
53,53,53,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"62,03","62,03","Lô CN1-06B-1&2 Khu Công nghiệp Công nghệ cao 1, Khu Công nghệ cao Hòa Lạc, xã Hạ Bằng, huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",Sản xuất thiết bị truyền thông,,,62.03,62.03,,
54,54,54,Mundo Reader S.L,Mundo Reader,"51,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Sản xuất thiết bị điện tử,,,51.0,40.8,,
55,55,55,Luarna Ediciones S.L.,Luarna Ediciones,"100,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Mua bán hàng hóa,,,100.0,40.8,,
56,56,56,Marcha Technology S.L.,Marcha Technology,"60,00","24,48","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Sản xuất máy In ấn 3D,,,60.0,24.48,,
