row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,206.347.877,152.725.517,,,206347877.0,152725517.0
210,210,210,I. Các khoản phải thu dài hạn,,1.464.432,360.542,,,1464432.0,360542.0
215,215,215,1. Phải thu về cho vay dài hạn,8.2,1.207.650,55.000,,82.0,1207650.0,55000.0
216,216,216,2. Phải thu dài hạn khác,9,256.782,305.542,,9.0,256782.0,305542.0
220,220,220,II. Tài sản cố định,,108.268.894,49.456.326,,,108268894.0,49456326.0
221,221,221,1. Tài sản cố định hữu hình,14,88.298.602,48.549.323,,14.0,88298602.0,48549323.0
222,222,222,Nguyên giá,,100.039.030,57.637.791,,,100039030.0,57637791.0
223,223,223,Giá trị khấu hao lũy kế,,(11.740.428),(9.088.468),,,-11740428.0,-9088468.0
227,227,227,2. Tài sản cố định vô hình,15,19.970.292,907.003,,15.0,19970292.0,907003.0
228,228,228,Nguyên giá,,21.348.251,1.566.339,,,21348251.0,1566339.0
229,229,229,Giá trị hao mòn lũy kế,,(1.377.959),(659.336),,,-1377959.0,-659336.0
230,230,230,III. Bất động sản đầu tư,16,33.872.258,26.743.666,,16.0,33872258.0,26743666.0
231,231,231,1. Nguyên giá,,39.078.518,30.173.967,,,39078518.0,30173967.0
232,232,232,2. Giá trị khấu hao lũy kế,,(5.206.260),(3.430.301),,,-5206260.0,-3430301.0
240,240,240,IV. Tài sản dở dang dài hạn,,48.057.748,58.529.123,,,48057748.0,58529123.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,48.057.748,58.529.123,,18.0,48057748.0,58529123.0
250,250,250,V. Đầu tư tài chính dài hạn,,3.950.881,6.068.157,,,3950881.0,6068157.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",19.1,2.147.468,2.546.386,,191.0,2147468.0,2546386.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.2,1.707.083,1.594.869,,192.0,1707083.0,1594869.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,19.2,(188.865),(72.778),,192.0,-188865.0,-72778.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,6.3,285.195,1.999.680,,63.0,285195.0,1999680.0
260,260,260,VI. Tài sản dài hạn khác,,10.733.664,11.567.703,,,10733664.0,11567703.0
261,261,261,1. Chi phí trả trước dài hạn,12,6.681.695,5.570.350,,12.0,6681695.0,5570350.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,645.493,614.227,,363.0,645493.0,614227.0
268,268,268,3. Tài sản dài hạn khác,13,1.032.337,1.231.431,,13.0,1032337.0,1231431.0
269,269,269,4. Lợi thế thương mại,20,2.374.139,4.151.695,,20.0,2374139.0,4151695.0
270,270,270,TỔNG CỘNG TÀI SẢN,,403.740.753,288.127.175,,,403740753.0,288127175.0
