row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm > Giá gốc,Số cuối năm > Giá trị đã được xử lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị đã được xử lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị đã được xử lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị đã được xử lý
Continuum Power Solutions,Continuum Power Solutions,Continuum Power Solutions,29.291,29.291,-,-,29291.0,29291.0,,
Công ty Cổ phần Tập đoàn Đại Dương,Công ty Cổ phần Tập đoàn Đại Dương,Công ty Cổ phần Tập đoàn Đại Dương,22.000,22.000,22.000,22.000,22000.0,22000.0,22000.0,22000.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,3.468,3.468,3.468,3.468,3468.0,3468.0,3468.0,3468.0
