row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
33,33,33,Công ty TNHH Đầu tư kinh doanh và Thương mại P&S,Công ty P&S,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,100.0,,
34,34,34,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"100,00","99,97","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,99.97,,
35,35,35,Công ty Cổ phần Cảng Nha Trang,Công ty Cảng Nha Trang,"91,94","91,90","Số 05 Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam","Bốc xếp hàng hóa, cho thuê kho bãi",,,91.94,91.9,,
36,36,36,Công ty TNHH Làng Hoa Thụy Khuê,Công ty Làng Hoa Thụy Khê,"69,99","69,96","Số 14 Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,69.99,69.96,,
37,37,37,Công ty Cổ phần VINDFS,Công ty VINDFS,"80,00","79,97","Ô CC-1 (Phân khu KT-A), Khu đô thị Biển An Viên, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam",Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,,,80.0,79.97,,
38,38,38,Công ty TNHH Vinpearl Travel,Công ty Vinpearl Travel,"100,00","99,97",Khu Đô thị Sinh thái Vinhomes Riverside (1),Đại lý du lịch,,,100.0,99.97,,
39,39,39,Công ty Cổ phần Hàng Không Vinpearl Air,Công ty Vinpearl Air,"80,00","79,97","Tầng 2 khu Almaz Market, đường Hoa Lan, Khu Đô thị Sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Vận tải hành khách hàng không,,,80.0,79.97,,
40,40,40,Công ty TNHH Vinpearl Travel Ru,Công ty Vinpearl Travel Ru,"100,00","80,00","Tòa nhà Ne24, Timur Frunze St., Moscow, Liên bang Nga",Đại lý du lịch,,,100.0,80.0,,
41,41,41,Công ty TNHH kinh doanh và thương mại dịch vụ Vinpro,Công ty Vinpro,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,100.0,100.0,,
42,42,42,Công ty Cổ phần One Mount Group,Công ty One Mount Group,"51,22","51,22","Tầng B1, tòa nhà T26, Khu đô thị Times City, số 458 phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trung, Thành phố Hà Nội, Việt Nam","Đại lý, môi giới, đấu giá hàng hóa",,,51.22,51.22,,
43,43,43,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","100,00","Số 458, phố Minh Khai, Phường Vĩnh Tuy, Quận hai Bà Trung, Thành phố Hà Nội, Việt Nam",Cung cấp các dịch vụ bệnh viện,,,100.0,100.0,,
