row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
70,70,70,Fundación Para La Educación Y El Desarrollo Tecnológico,Fundación Para La Educación Y El Desarrollo Tecnológico,"100,00","40,80","Calle Sofia 10, 28232 Las Rozas de Madrid, Tây Ban Nha",Quỹ phát triển,,,100.0,40.8,,
71,71,71,Vingroup Global Pte. Ltd.,Công ty Vingroup Global,"100,00","62,03","120 Lower Delta Road, #02-00, Cendex Centre, Singapore",Nhập khấu phân phối hàng hóa,,,100.0,62.03,,
72,72,72,Công ty TNHH Vingroup Ru,Công ty Vingroup Ru,"100,00","80,00","Tầng 2, Phòng số 4, Tòa nhà số 7, 1-ST Kazachiy Lane, City of Moscow, Liên bang Nga",Bán buôn đồ điện gia dụng,,,100.0,80.0,,
73,73,73,Công ty Cổ phần Phát Triển Công nghệ VinTech,Công ty VinTech,"80,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,,,80.0,80.0,,
74,74,74,Công ty TNHH Vingroup USA,Công ty Vingroup USA,"100,00","80,00","850 New Burton Road, Suite 201, Dover, Delaware 19904, County of Kent, Mỹ",Nghiên cứu công nghệ,,,100.0,80.0,,
75,75,75,Công ty TNHH Vingroup Nhật Bản (tên trước đây là Công ty TNHH VinTech Nhật Bản),Công ty Vingroup Nhật Bản,"100,00","80,00","Arte Otemachi, 8F, 1-5-16, Uchikanda, Chiyoda-ku, Tokyo, Nhật Bản",Nghiên cứu công nghệ,,,100.0,80.0,,
76,76,76,Công ty Cổ phần Giải pháp và Dịch vụ Công nghệ Vantix,Công ty Vantix,"100,00","84,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,,,100.0,84.0,,
77,77,77,Công ty Cổ phần OneID (tên trước đây là Công ty Cổ phần VinID),Công ty OneID,"99,95","51,22",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động trung gian tiền tệ khác,,,99.95,51.22,,
78,78,78,Công ty Cổ phần VinID Pay,Công ty VinID Pay,"100,00","60,97",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động trung gian tiền tệ khác,,,100.0,60.97,,
79,79,79,Công ty CP Phát triển Thương mại Dịch vụ Adayroi,Công ty Adayroi,"99,95","51,22",Khu Đô thị Sinh thái Vinhomes Riverside (1),Bán lẻ qua điện thoại và internet,,,99.95,51.22,,
80,80,80,Công ty TNHH Việt Nam Grand Prix,Công ty Grand Prix,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Tổ chức, xúc tiến các sự kiện, triển lãm, hội nghị, hội thảo",,,100.0,100.0,,
81,81,81,Công ty TNHH Dịch vụ Vận tải Sinh thái Vinbus,Công ty Vinbus,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Dịch vụ vận tải hành khách,,,100.0,100.0,,
82,82,82,Công ty TNHH Dịch vụ An ninh mạng VINCSS,Công ty VinCSS,"100,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Nghiên cứu khoa học và phát triển công nghệ,,,100.0,80.0,,
