row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
22,22,22,Công ty Cổ phần Đầu tư và Phát triển Làng Vân,Công ty Làng Vân,"100,00","74,28","Số 7, đường Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,74.28,,
23,23,23,Công ty TNHH Trung tâm Tài chính Việt Nam Berjaya,Công ty TTTC Berjaya,"67,50","50,78","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,67.5,50.78,,
24,24,24,Công ty TNHH Kinh doanh và Phát triển Đô thị Nam Hà Nội,Công ty Nam Hà Nội,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,100.0,,
25,25,25,Công Ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỳ,Công ty Thiên Niên Kỳ,"100,00","73,66","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản và cho thuê văn phòng",,,100.0,73.66,,
26,26,26,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Thái Sơn,"100,00","75,23",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,75.23,,
27,27,27,Công ty Cổ phần Phát triển GS Củ Chi,Công ty GS Củ Chi,"100,00","73,59","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,73.59,,
28,28,28,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Hà Thành,Công ty Hà Thành,"100,00","56,86",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,56.86,,
29,29,29,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phúc An,Công ty Phúc An,"95,00","95,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ lưu trú ngắn ngày,,,95.0,95.0,,
30,30,30,Công ty Cổ phần Kinh doanh và Phát triển Thương mại An Thịnh,Công ty An Thịnh,"100,00","77,58","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,77.58,,
31,31,31,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Thành Phó Xanh,"100,00","75,24","Số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,75.24,,
32,32,32,Công ty Cổ phần Delta,Công ty Delta,"100,00","73,73","Số 110 Đặng Công Bình, ấp 6, xã Xuân Thời Thương, huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,73.73,,
