row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Trích trước chi phí xây dựng bắt động sản và các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bản giao,Ngắn hạn: > Trích trước chi phí xây dựng bắt động sản và các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bản giao,Trích trước chi phí xây dựng bắt động sản và các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bản giao,11.273.933,10.096.936,11273933.0,10096936.0
Chi phí bán hàng trích trước,Ngắn hạn: > Chi phí bán hàng trích trước,Chi phí bán hàng trích trước,1.830.302,2.531.932,1830302.0,2531932.0
Chi phí lãi vay trích trước,Ngắn hạn: > Chi phí lãi vay trích trước,Chi phí lãi vay trích trước,1.779.416,1.379.481,1779416.0,1379481.0
Lợi nhuận cam kết trích trước theo chương trình quản lý biết thực và căn hộ khách sạn,Ngắn hạn: > Lợi nhuận cam kết trích trước theo chương trình quản lý biết thực và căn hộ khách sạn,Lợi nhuận cam kết trích trước theo chương trình quản lý biết thực và căn hộ khách sạn,318.337,262.109,318337.0,262109.0
Các khoản chi phí phải trả khác,Ngắn hạn: > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,1.291.339,1.746.651,1291339.0,1746651.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,16.493.327,16.017.109,16493327.0,16017109.0
Dài hạn:,Dài hạn:,Dài hạn:,,,,
Chi phí lãi vay trích trước,Dài hạn: > Chi phí lãi vay trích trước,Chi phí lãi vay trích trước,370.071,102.099,370071.0,102099.0
Các khoản chi phí phải trả khác,Dài hạn: > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,117.326,21.615,117326.0,21615.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,487.397,123.714,487397.0,123714.0
