row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,283.152.164,188.960.461,,,283152164.0,188960461.0
310,310,310,I. Nợ ngắn hạn,,181.293.250,109.245.613,,,181293250.0,109245613.0
311,311,311,1. Phải trả người bán ngắn hạn,21.1,17.563.738,14.773.384,,211.0,17563738.0,14773384.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21.2,51.470.178,25.203.958,,212.0,51470178.0,25203958.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,5.991.675,15.520.707,,22.0,5991675.0,15520707.0
314,314,314,4. Phải trả người lao động,,1.141.362,1.014.578,,,1141362.0,1014578.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,16.493.327,16.017.109,,23.0,16493327.0,16017109.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,2.524.522,2.473.599,,24.0,2524522.0,2473599.0
319,319,319,7. Phải trả ngắn hạn khác,25,52.864.324,14.900.338,,25.0,52864324.0,14900338.0
320,320,320,8. Vay và nợ ngắn hạn,26,32.995.790,19.115.963,,26.0,32995790.0,19115963.0
321,321,321,9. Dự phòng phải trả ngắn hạn,28,248.334,225.977,,28.0,248334.0,225977.0
330,330,330,II. Nợ dài hạn,,101.858.914,79.714.848,,,101858914.0,79714848.0
333,333,333,1. Chi phí phải trả dài hạn,23,487.397,123.714,,23.0,487397.0,123714.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,4.999.981,5.718.562,,24.0,4999981.0,5718562.0
337,337,337,3. Phải trả dài hạn khác,25,1.029.794,947.426,,25.0,1029794.0,947426.0
338,338,338,4. Vay và nợ dài hạn,26,84.430.440,61.770.712,,26.0,84430440.0,61770712.0
339,339,339,5. Trái phiếu hoán đối,27,10.259.215,10.205.665,,27.0,10259215.0,10205665.0
341,341,341,6. Thuế thu nhập hoǎn lại phải trả,36.3,470.023,824.660,,363.0,470023.0,824660.0
342,342,342,7. Dự phòng phải trả dài hạn,28,182.064,124.109,,28.0,182064.0,124109.0
