table_id,csv_path,ticker,company_name,year,report_type,statement_type,unit,source_txt_path,page_number,table_index,title,nearby_text_before,nearby_text_after,row_count,column_count,numeric_cell_count,quality_score,needs_review,review_reason,created_at
AAA_2015_consolidated_page2_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page2_table0.csv,AAA,AAA,2015,consolidated,unknown,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,2,0,MỤC LỤC,"CÔNG TY CỔ PHẦN NHỰA VÀ MÔI TRƯỜNG XANH AN PHÁT

Lô CN11+CN12, cụm công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương

MỤC LỤC","1

1",6,5,2,0.333,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page7_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page7_table0.csv,AAA,AAA,2015,consolidated,balance_sheet,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,7,0,Đơn vị: VND,"PHẦN NHỰA
VÀ MÔI TRƯỜNG XANH AN PHÁT
Lô CN11+CN12, cụm công nghiệp An Đồng,
thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương

BÁO CÁO TÀI CHÍNH
HỢP NHẤT
Cho năm tài chính kết thúc
ngày 31 tháng 12 năm 2015

BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT

Tại ngày 31 tháng 12 năm 2015

MÃU B 01-DN/HN

Đơn vị: VND","Các thuyết minh từ trang 10 đến trang 42 là một bộ phận hợp thành của báo cáo tài chính hợp nhất

6",34,11,108,0.794,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page8_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page8_table0.csv,AAA,AAA,2015,consolidated,balance_sheet,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,8,0,Đơn vị: VND,"À MÔI TRƯỜNG XANH AN PHÁT
Lô CN11+CN12, cụm công nghiệp An Đồng,
thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương

BÁO CÁO TÀI CHÍNH
HỢP NHẤT
Cho năm tài chính kết thúc
ngày 31 tháng 12 năm 2015

BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (TIẾP THEO)

Tại ngày 31 tháng 12 năm 2015

MÃU B 01-DN/HN

Đơn vị: VND","Nguyên Lê Trung

Tổng Giám đốc

Hải Dương, ngày 24 tháng 02 năm 2016

Hòa Thị Thu Hà

Kế toán trưởng

f#a

Hồ Thị Hòe

Người lập

Các thuyết minh từ trang 10 đến trang 42 là một bộ phận hợp thành của báo cáo tài chính hợp nhất

7",25,11,78,0.78,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page9_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page9_table0.csv,AAA,AAA,2015,consolidated,unknown,VNĐ,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,9,0,Dom vi: VND,"11+CN12, cum công nghiệp An Đông.

thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương

BÁO CÁO TÀI CHÍNH

HỢP NHẤT

Cho năm tài chính kết thúc

ngày 31 tháng 12 năm 2015

BÁO CÁO KÊT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT

Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015

MẦU B 02-DN/HN

Dom vi: VND","Nguyen Lê Trung

Tổng Giám đốc

Hải Dương, ngày 24 tháng 02 năm 2016

Hòa Thị Thu Hà

Kế toán trường

Hồ Thị Hòe

Người lập

Các thuyết mình từ trang 10 đến trang 42 là một bộ phận hợp thành của báo cáo tài chính hợp nhất

8",23,11,78,0.848,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page10_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page10_table0.csv,AAA,AAA,2015,consolidated,notes,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,10,0,Đơn vị: VND,"hiệp An Đồng,

thị trân Nam Sách, huyện Nam Sách, tinh Hải Dương

BÁO CÁO TÀI CHÍNH

HỢP NHẤT

Cho năm tài chính kết thúc

ngày 31 tháng 12 năm 2015

BẢO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT

(Theo phương pháp gián tiếp)

Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015

MÃU B 03-DN/HN

Đơn vị: VND","Nguyên Lê Trung

Tổng Giám đốc

Hải Dương, ngày 24 tháng 02 năm 2016

Hòa Thị Thu Hà

Kế toán trường

Hồ Thị Hòe

Người lập

Các thuyết minh từ trang 10 đến trang 42 là một bộ phận hợp thành của báo cáo tài chính hợp nhất

9

11. N, 20, 二",36,9,89,0.824,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page12_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page12_table0.csv,AAA,AAA,2015,consolidated,unknown,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,12,0,"ng nhận đăng ký kinh doanh thay đổi lần thứ 20 ngày 20 tháng 10 năm 2015, vốn điều lệ của Công ty là 494.999.880.000 đồng (Bốn trăm chín mươi bốn tỷ, chín trăm chín mươi chính triệu, tám trăm tám mươi","ng nhận đăng ký kinh doanh thay đổi lần thứ 20 ngày 20 tháng 10 năm 2015, vốn điều lệ của Công ty là 494.999.880.000 đồng (Bốn trăm chín mươi bốn tỷ, chín trăm chín mươi chính triệu, tám trăm tám mươi nghìn đồng) với mệnh giá 10.000 đồng/cổ phần. Danh sách các cổ đông sáng lập của Công ty như sau:","Ngành nghề kinh doanh và hoạt động chính

Ngành nghề kinh doanh của Công ty là Sản xuất, kinh doanh nhựa và bao bì nhựa các loại.

Hoạt động sản xuất kinh doanh chính của Công ty bao gồm:

- Mua bán máy móc, vật tư, nguyên liệu sản phẩm nhựa, bao bì nhựa các loại;

- Sản xuất các sản phẩm nhựa (PP",4,11,8,0.5,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page17_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page17_table0.csv,AAA,AAA,2015,consolidated,income_statement,unknown,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,17,0,"Tài sản cố định hữu hình được khấu hao theo phương pháp đường thẳng dựa trên thời gian hữu dụng ước tính, cụ thể như sau:","ụng.

Nguyên giá tài sản cố định hữu hình do nhà thầu thực hiện là giá trị quyết toán cuối cùng của công trình cộng các chi phí liên quan trực tiếp và chi phí đăng ký, nếu có.

Tài sản cố định hữu hình được khấu hao theo phương pháp đường thẳng dựa trên thời gian hữu dụng ước tính, cụ thể như sau:","Các khoản lãi, lỗ phát sinh khi thanh lý, bán tài sản là chênh lệch giữa thu nhập từ thanh lý và giá trị còn lại của tài sản và được ghi nhận vào Báo cáo kết quả hoạt động kinh doanh.

Tài sân cố định vô hình và khấu hao

Tài sản cố định vô hình của Công ty bao gồm quyền sử dụng đất có thời hạn và",6,5,2,0.333,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page17_table1,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page17_table1.csv,AAA,AAA,2015,consolidated,unknown,unknown,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,17,1,Tài sản cố định vô hình được khấu hao theo phương pháp đường thẳng dựa trên thời gian hữu dụng ước tính. Thời gian khấu hao cụ thể như sau:,"oạt động kinh doanh.

Tài sân cố định vô hình và khấu hao

Tài sản cố định vô hình của Công ty bao gồm quyền sử dụng đất có thời hạn và phần mềm máy vi tính.

Tài sản cố định vô hình được khấu hao theo phương pháp đường thẳng dựa trên thời gian hữu dụng ước tính. Thời gian khấu hao cụ thể như sau:","Chi phí xây dựng cơ bản dở dang

Các tài sản đang trong quá trình xây dựng phục vụ mục đích sản xuất, cho thuê, quản trị hoặc cho bất kỳ mục đích nào khác được ghi nhận theo giá gốc. Chi phí này bao gồm chi phí dịch vụ và chi phí lãi vay có liên quan phù hợp với chính sách kế toán của Công ty. Việ",4,5,4,1.0,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page20_table0,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page20_table0.csv,AAA,AAA,2015,consolidated,balance_sheet,đồng,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,20,0,5.1. Tiền và các khoản tương đương tiền,"2 năm 2015

THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT (TIẾP THEO)

MÃU SÓ B09 - DN/HN

Các thuyết minh này là bộ phận hợp thành và cần được dọc đồng thời với Báo cáo tài chính kèm theo

5. THÔNG TIN BỔ SUNG CHO CÁC KHOẢN MỤC TRÌNH BÀY TRÊN BẢNG CÂN ĐỐI KẾ TOÁN

5.1. Tiền và các khoản tương đương tiền","5.2. Phải thu ngắn hạn của khách hàng

 31/12/2015VND 01/01/2015VND Phải thu ngắn hạn của khách hàng Phải thu khách hàng trong nước 3.106.438.220 1.875.311.609 Phải thu khách hàng nước ngo",4,7,8,1.0,False,,2026-08-16T16:02:20.653875+00:00
AAA_2015_consolidated_page20_table1,tables_csv/AAA/2015/consolidated/AAA_2015_consolidated_page20_table1.csv,AAA,AAA,2015,consolidated,unknown,VNĐ,AAA\2015\AAA_financial_statements_2015_consolidated\AAA_financial_statements_2015_consolidated_extracted.txt,20,1,,,"5.3. Trả trước cho người bán ngắn hạn

 31/12/2015VND 01/01/2015VND Trả trước cho người bán ngắn hạn Trả trước cho người bán trong nước 42.508.272.790 3.241.996.107 Trả trước cho người bán",4,7,6,0.75,False,,2026-08-16T16:02:20.653875+00:00
