row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,Ngày 31 tháng 12năm 2018triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2018triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,3.137.327,2.183.108,3137327.0,2183108.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,2.363.665,1.276.084,2363665.0,1276084.0
Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,111.318,575.179,111318.0,575179.0
Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,Chứng khoán do các TCKT khác trong nước phát hành,662.344,331.845,662344.0,331845.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,913.918,946.374,913918.0,946374.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,23.476,21.491,23476.0,21491.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,890.442,924.883,890442.0,924883.0
Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,-,150.079,,150079.0
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,-,150.079,,150079.0
,,,4.051.245,3.279.561,4051245.0,3279561.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(225.871),(147.726),-225871.0,-147726.0
,,,3.825.374,3.131.835,3825374.0,3131835.0
