row_label_raw,row_label_full,col_0,Số dư đầu năm triệu đồng(trình bày lại),Phát sinh trong năm > Số phải nộp triệu đồng,Phát sinh trong năm > Số đã nộp triệu đồng,Số dư cuối năm triệu đồng,numeric__Số dư đầu năm triệu đồng(trình bày lại),numeric__Phát sinh trong năm > Số phải nộp triệu đồng,numeric__Phát sinh trong năm > Số đã nộp triệu đồng,numeric__Số dư cuối năm triệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,23.490,466.966,470.053,20.403,23490.0,466966.0,470053.0,20403.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,(169.074),2.288.731,1.500.561,619.096,-169074.0,2288731.0,1500561.0,619096.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,125.220,714.134,709.925,129.429,125220.0,714134.0,709925.0,129429.0
,,,(20.364),3.469.831,2.680.539,768.928,-20364.0,3469831.0,2680539.0,768928.0
