row_label_raw,row_label_full,col_0,2019 triệu đồng,2018 triệu đồng(trình bày lai),numeric__2019 triệu đồng,numeric__2018 triệu đồng(trình bày lai)
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,3.121.356,2.240.484,3121356.0,2240484.0
Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,71.594.789,61.328.093,71594789.0,61328093.0
Thu lãi từ chứng khoán Nợ,Thu lãi từ chứng khoán Nợ,Thu lãi từ chứng khoán Nợ,6.509.878,8.940.971,6509878.0,8940971.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,645.543,650.154,645543.0,650154.0
Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,270.906,236.292,270906.0,236292.0
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,600.299,473.872,600299.0,473872.0
,,,82.742.771,73.869.866,82742771.0,73869866.0
