row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,Ngày 31 tháng 12năm 2018triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2018triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,96.755.014,88.187.442,96755014.0,88187442.0
Chứng khoán Nợ Chính phủ,Chứng khoán Nợ Chính phủ,Chứng khoán Nợ Chính phủ,44.898.960,41.709.054,44898960.0,41709054.0
Chứng khoán Nợ do các TCTD trong nướcphát hành,Chứng khoán Nợ do các TCTD trong nướcphát hành,Chứng khoán Nợ do các TCTD trong nướcphát hành,34.998.124,24.007.410,34998124.0,24007410.0
Chứng khoán Nợ do các TCKT trong nướcphát hành,Chứng khoán Nợ do các TCKT trong nướcphát hành,Chứng khoán Nợ do các TCKT trong nướcphát hành,16.857.930,22.470.978,16857930.0,22470978.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,376.615,398.902,376615.0,398902.0
Chứng khoán Vốn do các tổ chức kinh tế trongnước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trongnước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trongnước phát hành,376.615,398.902,376615.0,398902.0
Dự phòng rủi ro chứng khoán sẵn sàng đề bánTrong đó:,Dự phòng rủi ro chứng khoán sẵn sàng đề bánTrong đó:,Dự phòng rủi ro chứng khoán sẵn sàng đề bánTrong đó:,(1.292.424),(460.192),-1292424.0,-460192.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(168.306),(117.473),-168306.0,-117473.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(293.268),(342.719),-293268.0,-342719.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,(830.850),-,-830850.0,
,,,95.839.205,88.126.152,95839205.0,88126152.0
