row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,%,Ngày 31 tháng 12năm 2018triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,134.000.840,"15,01",144.282.240,"17,47",134000840.0,15.01,144282240.0,17.47
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,18.924.304,"2,12",32.455.154,"3,93",18924304.0,2.12,32455154.0,3.93
"Công ty TNHH 2 thành viên trở lên, vốn Nhà nước trên 50%","Công ty TNHH 2 thành viên trở lên, vốn Nhà nước trên 50%","Công ty TNHH 2 thành viên trở lên, vốn Nhà nước trên 50%",967.114,"0,11",1.475.933,"0,18",967114.0,0.11,1475933.0,0.18
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,34.231.510,"3,83",27.192.508,"3,29",34231510.0,3.83,27192508.0,3.29
Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,38.090.520,"4,27",23.934.107,"2,90",38090520.0,4.27,23934107.0,2.9
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,55.567.154,"6,22",53.066.664,"6,42",55567154.0,6.22,53066664.0,6.42
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,3.657.234,"0,41",2.641.632,"0,32",3657234.0,0.41,2641632.0,0.32
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,4.322.656,"0,48",2.201.924,"0,27",4322656.0,0.48,2201924.0,0.27
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,72.930.412,"8,17",57.591.086,"6,97",72930412.0,8.17,57591086.0,6.97
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,451.800,"0,05",170.954,"0,02",451800.0,0.05,170954.0,0.02
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",472.022.908,"52,87",435.144.186,"52,70",472022908.0,52.87,435144186.0,52.7
"Dịch vụ hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",35.154.926,"3,94",30.154.319,"3,65",35154926.0,3.94,30154319.0,3.65
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,22.463.850,"2,52",15.505.412,"1,88",22463850.0,2.52,15505412.0,1.88
,,,892.785.228,100,825.816.119,100,892785228.0,100.0,825816119.0,100.0
