row_label_raw,row_label_full,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Quan hệ > Chủ sở hữu và Cơ quan quản lý trực tiếp,Số dư > Tiền gửi của Ngân hàng tại NHNN > Tiền vay NHNN,Ngày 31 tháng 12năm 2019triệu đồng > 24.873.714 > 2.616.734,Ngày 31 tháng 12năm 2018triệu đồng > 23.182.208 > 3.394.517,numeric__Quan hệ > Chủ sở hữu và Cơ quan quản lý trực tiếp,numeric__Số dư > Tiền gửi của Ngân hàng tại NHNN > Tiền vay NHNN,numeric__Ngày 31 tháng 12năm 2019triệu đồng > 24.873.714 > 2.616.734,numeric__Ngày 31 tháng 12năm 2018triệu đồng > 23.182.208 > 3.394.517
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Tiền gửi của Ngân hàng tại Indovina,4.015.808,4.011.795,,,4015808.0,4011795.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Tiền gửi của Indovina tại Ngân hàng,4.044.912,4.040.635,,,4044912.0,4040635.0
