row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng(trình bày lại),Dự phòng cụ thể triệu đồng(trình bày lại),Tổng cộng triệu đồng(trình bày lại),numeric__Dự phòng chung triệu đồng(trình bày lại),numeric__Dự phòng cụ thể triệu đồng(trình bày lại),numeric__Tổng cộng triệu đồng(trình bày lại)
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,5.944.758,2.358.065,8.302.823,5944758.0,2358065.0,8302823.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,823.460,4.188.222,5.011.682,823460.0,4188222.0,5011682.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(254.541),(254.541),,-254541.0,-254541.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,6.768.218,6.291.746,13.059.964,6768218.0,6291746.0,13059964.0
