row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019VND,Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2018VND
USD,USD,USD,23.167,23.195,23167.0,23195.0
EUR,EUR,EUR,26.164,26.587,26164.0,26587.0
GBP,GBP,GBP,30.450,29.537,30450.0,29537.0
CHF,CHF,CHF,23.938,23.544,23938.0,23544.0
JPY,JPY,JPY,"213,52","210,69",213.52,210.69
SGD,SGD,SGD,17.265,17.023,17265.0,17023.0
CAD,CAD,CAD,17.874,17.034,17874.0,17034.0
AUD,AUD,AUD,16.350,16.392,16350.0,16392.0
NZD,NZD,NZD,15.598,16.364,15598.0,16364.0
THB,THB,THB,"748,09","715,47",748.09,715.47
SEK,SEK,SEK,2.480,2.589,2480.0,2589.0
NOK,NOK,NOK,2.635,2.667,2635.0,2667.0
DKK,DKK,DKK,3.492,3.552,3492.0,3552.0
HKD,HKD,HKD,2.933,2.962,2933.0,2962.0
CNY,CNY,CNY,3.326,3.372,3326.0,3372.0
KRW,KRW,KRW,"20,46","21,08",20.46,21.08
LAK,LAK,LAK,"2,82","2,74",2.82,2.74
MYR,MYR,MYR,5.329,5.329,5329.0,5329.0
