row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019triệu đồng,Ngày 31 tháng 12năm 2018triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2018triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,3.137.327,2.183.108,3137327.0,2183108.0
Đã niêm yết,Đã niêm yết,Đã niêm yết,2.474.983,1.999.942,2474983.0,1999942.0
Chưa niêm yết,Chưa niêm yết,Chưa niêm yết,662.344,183.166,662344.0,183166.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,913.918,946.374,913918.0,946374.0
Đã niêm yết,Đã niêm yết,Đã niêm yết,559.962,560.945,559962.0,560945.0
Chưa niêm yết,Chưa niêm yết,Chưa niêm yết,353.956,385.429,353956.0,385429.0
Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,-,150.079,,150079.0
Đã niêm yết,Đã niêm yết,Đã niêm yết,-,-,,
Chưa niêm yết,Đã niêm yết > Chưa niêm yết,Chưa niêm yết,-,150.079,,150079.0
,,,4.051.245,3.279.561,4051245.0,3279561.0
