row_label_raw,row_label_full,col_0,Thuyết minh,2019 triệu đồng,2018 triệu đồng,numeric__Thuyết minh,numeric__2019 triệu đồng,numeric__2018 triệu đồng
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,82.973.160,81.997.808,,82973160.0,81997808.0,
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(47.525.820),(48.160.147),,-47525820.0,-48160147.0,
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,4.256.422,3.085.123,,4256422.0,3085123.0,
Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,,,,,,
"kinh doanh (ngoại tê, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu từ hoạt động > kinh doanh (ngoại tê, vàng bạc, chứng khoán)","kinh doanh (ngoại tê, vàng bạc, chứng khoán)",2.676.918,1.729.360,,2676918.0,1729360.0,
Chi phí khác,Chênh lệch số tiền thực thu từ hoạt động > Chi phí khác,Chi phí khác,(205.603),(269.907),,-205603.0,-269907.0,
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Chênh lệch số tiền thực thu từ hoạt động > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",1.337.954,1.968.711,,1337954.0,1968711.0,
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Chênh lệch số tiền thực thu từ hoạt động > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(14.329.018),(14.727.086),,-14329018.0,-14727086.0,
Tiền thuế thu nhập thực nộp trong năm,Chênh lệch số tiền thực thu từ hoạt động > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24.1,(1.500.561),(1.573.255),241.0,-1500561.0,-1573255.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,27.683.452,24.050.607,,27683452.0,24050607.0,
Những thay đổi về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(91.283.259),(60.680.120),,-91283259.0,-60680120.0,
(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Chênh lệch số tiền thực thu từ hoạt động > (Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(2.320.366),1.061.676,,-2320366.0,1061676.0,
(Tăng)/giảm các khoản về kinh doanh chứng khoán,Chênh lệch số tiền thực thu từ hoạt động > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(8.477.370),22.721.999,,-8477370.0,22721999.0,
(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > (Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(188.546),247.596,,-188546.0,247596.0,
Tăng các khoản cho vay khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(61.586.214),(71.531.023),,-61586214.0,-71531023.0,
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Chênh lệch số tiền thực thu từ hoạt động > Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",(8.758.783),(2.706.866),,-8758783.0,-2706866.0,
Tăng khác về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,(9.951.980),(10.473.502),,-9951980.0,-10473502.0,
Những thay đổi về nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,62.053.130,61.048.848,,62053130.0,61048848.0,
Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,8.002.734,47.393.260,,8002734.0,47393260.0,
"Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","Chênh lệch số tiền thực thu từ hoạt động > Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng",(1.916.553),(3.759.153),,-1916553.0,-3759153.0,
Tăng tiền gửi của khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,66.969.109,72.880.781,,66969109.0,72880781.0,
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Chênh lệch số tiền thực thu từ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),10.849.994,23.714.586,,10849994.0,23714586.0,
"Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Chênh lệch số tiền thực thu từ hoạt động > Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",(158.130),(430.129),,-158130.0,-430129.0,
Giảm khác về công nợ hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Giảm khác về công nợ hoạt động,Giảm khác về công nợ hoạt động,(21.691.804),(78.750.497),,-21691804.0,-78750497.0,
Chi từ quỹ của tổ chức tín dụng,Chênh lệch số tiền thực thu từ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,(2.220),-,,-2220.0,,
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,(1.546.677),24.419.335,,-1546677.0,24419335.0,
